Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
PCDHGA3		2	1	14	7.1%	No
C8B		1	1	14	7.1%	No
FRZB		1	1	14	7.1%	No
PSPC1		2	1	14	7.1%	No
CYRIA		1	1	14	7.1%	No
C8G		1	1	14	7.1%	No
PCDHGA1		1	1	14	7.1%	No
NUBPL		1	1	14	7.1%	No
NAB2		1	1	14	7.1%	Yes
RGS3		2	1	14	7.1%	No
UNC5D		1	1	14	7.1%	No
TMEM237		2	2	14	14.3%	No
NSDHL		2	2	14	14.3%	No
CEACAM6		1	1	14	7.1%	No
SYT4		1	1	14	7.1%	No
ME2		1	1	14	7.1%	No
ENO1		1	1	14	7.1%	No
PROSER1		1	1	14	7.1%	No
TENM2		1	1	14	7.1%	No
ESPN		1	1	14	7.1%	No
OSBPL5		1	1	14	7.1%	No
RASGRP4		1	1	14	7.1%	No
AXDND1		1	1	14	7.1%	No
FBXO38		1	1	14	7.1%	No
NFAT5		1	1	14	7.1%	No
OGA		1	1	14	7.1%	No
PCDHB7		3	2	14	14.3%	No
CCDC9B		2	1	14	7.1%	No
ZNF283		1	1	14	7.1%	No
REXO1		1	1	14	7.1%	No
PCDHB11		1	1	14	7.1%	No
KIAA1143		1	1	14	7.1%	No
PPP2R2C		1	1	14	7.1%	No
C19ORF38		1	1	14	7.1%	No
NEXMIF		1	1	14	7.1%	No
POLQ		2	2	14	14.3%	Yes
UGT2B11		1	1	14	7.1%	No
SYT11		1	1	14	7.1%	No
TAF1		1	1	14	7.1%	Yes
MEFV		2	2	14	14.3%	No
ZFP41		1	1	14	7.1%	No
CLCNKA		1	1	14	7.1%	No
USP49		1	1	14	7.1%	No
CLCN7		1	1	14	7.1%	No
EP300	2.750e-8	1	1	14	7.1%	Yes
ARMH1		1	1	14	7.1%	No
GPR139		1	1	14	7.1%	No
CLCN4		1	1	14	7.1%	No
PMPCA		1	1	14	7.1%	No
ACSBG1		1	1	14	7.1%	No
POTED		1	1	14	7.1%	No
DUS3L		1	1	14	7.1%	No
DDX60		1	1	14	7.1%	No
BTLA		1	1	14	7.1%	Yes
PTTG1IP		1	1	14	7.1%	No
KLHL6		1	1	14	7.1%	Yes
ADAMTS19		2	1	14	7.1%	No
NLRC5		2	2	14	14.3%	No
TUBA1B		1	1	14	7.1%	No
MST1L		1	1	14	7.1%	No
KIAA1109		3	3	14	21.4%	No
TAF11		1	1	14	7.1%	No
TUBB4A		1	1	14	7.1%	No
EPHA7		1	1	14	7.1%	Yes
EPHA5		1	1	14	7.1%	Yes
KRT222		1	1	14	7.1%	No
C14ORF39		1	1	14	7.1%	No
CLK1		1	1	14	7.1%	No
EPHA3		1	1	14	7.1%	Yes
XPO6		1	1	14	7.1%	No
TBC1D1		1	1	14	7.1%	No
DCAF13		1	1	14	7.1%	No
DENND4B		1	1	14	7.1%	No
MRPL37		1	1	14	7.1%	No
NEPRO		1	1	14	7.1%	No
VPS50		1	1	14	7.1%	No
GRAMD1C		1	1	14	7.1%	No
ABCC10		1	1	14	7.1%	No
FAM9A		1	1	14	7.1%	No
MAP3K1		1	1	14	7.1%	Yes
BTN3A3		1	1	14	7.1%	No
PRR5		1	1	14	7.1%	No
HPS5		1	1	14	7.1%	No
MAP3K4		2	2	14	14.3%	No
MAP3K5		1	1	14	7.1%	No
CDCA5		1	1	14	7.1%	No
DOCK10		1	1	14	7.1%	No
MRPS22		1	1	14	7.1%	No
PSKH2		1	1	14	7.1%	No
TASP1		1	1	14	7.1%	No
ZNF479		1	1	14	7.1%	No
TAPBP		1	1	14	7.1%	No
TARBP1		1	1	14	7.1%	No
MET		1	1	14	7.1%	Yes
ABCA9		1	1	14	7.1%	No
NDST4		1	1	14	7.1%	No
NYAP1		1	1	14	7.1%	No
RINL		1	1	14	7.1%	No
ABTB2		1	1	14	7.1%	No
YIPF3		1	1	14	7.1%	No
PRTFDC1		1	1	14	7.1%	No
CACNA1A		1	1	14	7.1%	No
HES4		1	1	14	7.1%	No
CACNA1B		1	1	14	7.1%	No
EPHB3		1	1	14	7.1%	No
CACNA1C		1	1	14	7.1%	No
TRMT1		1	1	14	7.1%	No
ZC3H18		1	1	14	7.1%	No
SMCR8		2	1	14	7.1%	No
ABCA8		1	1	14	7.1%	No
AMBRA1		1	1	14	7.1%	No
ZNF185		1	1	14	7.1%	No
ZNF407		1	1	14	7.1%	No
SFPQ		2	2	14	14.3%	Yes
TNMD		1	1	14	7.1%	No
ID1		1	1	14	7.1%	No
OR8D4		1	1	14	7.1%	No
UBR3		1	1	14	7.1%	No
DDR1		1	1	14	7.1%	Yes
DDX20		1	1	14	7.1%	No
CACNB2		1	1	14	7.1%	No
TREX2		1	1	14	7.1%	No
EPRS1		1	1	14	7.1%	No
CEMIP2		3	1	14	7.1%	No
TAT		1	1	14	7.1%	No
SYBU		3	1	14	7.1%	No
MFAP1		1	1	14	7.1%	No
CHD7		2	2	14	14.3%	No
ZSCAN9		1	1	14	7.1%	No
AKAP13		1	1	14	7.1%	No
IRAK3		1	1	14	7.1%	No
ASXL1		1	1	14	7.1%	Yes
AKAP10		1	1	14	7.1%	No
SETMAR		2	2	14	14.3%	No
AKAP11		1	1	14	7.1%	No
REPS1		1	1	14	7.1%	No
AK8		1	1	14	7.1%	No
ZNF214		1	1	14	7.1%	No
MAGEF1		1	1	14	7.1%	No
PRKCI		3	2	14	14.3%	Yes
SRSF6		1	1	14	7.1%	No
ZNF215		1	1	14	7.1%	No
OXSR1		1	1	14	7.1%	No
GIGYF1		1	1	14	7.1%	No
SFSWAP		2	2	14	14.3%	No
CASC3		1	1	14	7.1%	No
OR51D1		1	1	14	7.1%	No
COG2		1	1	14	7.1%	No
TET2		1	1	14	7.1%	Yes
DPRX		1	1	14	7.1%	No
ERCC4		1	1	14	7.1%	Yes
ERCC3		1	1	14	7.1%	Yes
BFAR		1	1	14	7.1%	No
KIF18A		1	1	14	7.1%	No
TLR7		1	1	14	7.1%	No
CALCB		1	1	14	7.1%	No
ACSS3		1	1	14	7.1%	No
BNC2		1	1	14	7.1%	No
TANGO6		1	1	14	7.1%	No
AOX1		2	1	14	7.1%	No
SLC25A12		2	2	14	14.3%	No
CATSPERG		1	1	14	7.1%	No
CCNJL		1	1	14	7.1%	No
CHST14		1	1	14	7.1%	No
APAF1		1	1	14	7.1%	No
PRKCA		1	1	14	7.1%	No
SRSF2		1	1	14	7.1%	Yes
NOP14		1	1	14	7.1%	No
PUM3		1	1	14	7.1%	No
FAM193A		2	2	14	14.3%	No
DCLRE1A		1	1	14	7.1%	No
RAET1G		1	1	14	7.1%	No
IRAG1		1	1	14	7.1%	No
ERN1		1	1	14	7.1%	No
PRKDC		2	2	14	14.3%	Yes
RAB26		1	1	14	7.1%	No
GOLGA5		1	1	14	7.1%	Yes
NIPBL		1	1	14	7.1%	No
MAPK1	2.520e-9	2	2	14	14.3%	Yes
SFTPC		1	1	14	7.1%	No
ZNF112		1	1	14	7.1%	No
MAPK3		1	1	14	7.1%	Yes
PDE8B		1	1	14	7.1%	No
HS3ST3B1		1	1	14	7.1%	No
ZNF236		2	2	14	14.3%	No
MAPK7		1	1	14	7.1%	No
CDK13		1	1	14	7.1%	No
HECTD1		2	1	14	7.1%	No
POU2F3		1	1	14	7.1%	No
LUZP2		1	1	14	7.1%	No
APBA2		1	1	14	7.1%	No
DTWD1		1	1	14	7.1%	No
NLRP2		1	1	14	7.1%	No
PRDM11		1	1	14	7.1%	No
TMEM127		1	1	14	7.1%	Yes
AIRE		1	1	14	7.1%	No
ERH		1	1	14	7.1%	No
ADIPOR2		1	1	14	7.1%	No
GPR85		1	1	14	7.1%	No
MAGEC1		1	1	14	7.1%	No
IL33		1	1	14	7.1%	No
PLPP3		2	1	14	7.1%	No
TFG		1	1	14	7.1%	Yes
ABCA7		1	1	14	7.1%	No
CADPS		1	1	14	7.1%	No
USP48		1	1	14	7.1%	No
MVP		1	1	14	7.1%	No
NEK9		1	1	14	7.1%	No
ITSN1		1	1	14	7.1%	No
PCSK5		1	1	14	7.1%	No
SH3GL1		1	1	14	7.1%	Yes
MAP3K12		2	1	14	7.1%	No
BIRC3		1	1	14	7.1%	Yes
LINC02903		1	1	14	7.1%	No
BIRC5		1	1	14	7.1%	No
COQ8A		1	1	14	7.1%	No
FAM184A		1	1	14	7.1%	No
CTNNBIP1		1	1	14	7.1%	No
EFL1		1	1	14	7.1%	No
APLP2		1	1	14	7.1%	No
LAMC3		1	1	14	7.1%	No
FAT4		1	1	14	7.1%	Yes
APOB		1	1	14	7.1%	No
SCG5		1	1	14	7.1%	Yes
TP63		1	1	14	7.1%	Yes
APOBEC1		1	1	14	7.1%	No
PCNT		1	1	14	7.1%	No
MIDEAS		1	1	14	7.1%	Yes
HS3ST3A1		1	1	14	7.1%	No
MACROD2		1	1	14	7.1%	No
PCOLCE		1	1	14	7.1%	No
MFSD4B		1	1	14	7.1%	No
RTN3		1	1	14	7.1%	No
MTHFD2		1	1	14	7.1%	No
CXCL9		1	1	14	7.1%	No
NUP153		2	2	14	14.3%	No
RBSN		1	1	14	7.1%	No
CCDC148		1	1	14	7.1%	No
DCHS1		2	2	14	14.3%	No
AHNAK2		3	3	14	21.4%	No
NPIPB15		1	1	14	7.1%	No
TTBK2		2	1	14	7.1%	No
RXYLT1		1	1	14	7.1%	No
PAOX		1	1	14	7.1%	No
PPP4R3A		1	1	14	7.1%	No
UNC93A		1	1	14	7.1%	No
SLC30A6		1	1	14	7.1%	No
MED13		2	2	14	14.3%	No
THRAP3		1	1	14	7.1%	No
MAP3K9		1	1	14	7.1%	No
MAP3K10		1	1	14	7.1%	No
PDE4A		1	1	14	7.1%	No
DOP1B		1	1	14	7.1%	No
PKHD1L1		1	1	14	7.1%	No
KMT2A		2	1	14	7.1%	Yes
SI		2	2	14	14.3%	No
MAP4K5		2	1	14	7.1%	No
SOCS4		2	2	14	14.3%	No
UBE2E1		1	1	14	7.1%	No
PDE5A		1	1	14	7.1%	No
STAB1		1	1	14	7.1%	No
SLC35D1		1	1	14	7.1%	No
HS3ST5		1	1	14	7.1%	No
KLK3		1	1	14	7.1%	No
WDR43		1	1	14	7.1%	No
GOLGA8T		1	1	14	7.1%	No
FAS		1	1	14	7.1%	Yes
SNX32		1	1	14	7.1%	No
AQP2		1	1	14	7.1%	No
FXYD6		1	1	14	7.1%	No
EIF3B		1	1	14	7.1%	No
EIF3C		1	1	14	7.1%	No
CASP8AP2		1	1	14	7.1%	No
CEP250		2	2	14	14.3%	No
PDE1B		1	1	14	7.1%	No
AAMP		1	1	14	7.1%	No
KCNE2		1	1	14	7.1%	No
GAL3ST1		1	1	14	7.1%	No
IMMP1L		1	1	14	7.1%	No
SEC23IP		1	1	14	7.1%	No
ABCA1		1	1	14	7.1%	No
CEP68		2	1	14	7.1%	No
ERICH3		1	1	14	7.1%	No
TNKS		1	1	14	7.1%	No
ABCA2		3	2	14	14.3%	No
C12ORF60		1	1	14	7.1%	No
EIF4G3		1	1	14	7.1%	No
PDK4		1	1	14	7.1%	No
SKIL		1	1	14	7.1%	No
ENPP2		1	1	14	7.1%	No
SIM1		2	2	14	14.3%	No
ZZEF1		1	1	14	7.1%	No
ANKLE2		1	1	14	7.1%	No
CDHR5		1	1	14	7.1%	No
LRCH1		1	1	14	7.1%	No
KRTAP13-1		1	1	14	7.1%	No
EIF3I		1	1	14	7.1%	No
ACACB		1	1	14	7.1%	No
GDF5		2	1	14	7.1%	No
BAG3		1	1	14	7.1%	No
ACADM		1	1	14	7.1%	No
ACADS		1	1	14	7.1%	No
MARVELD2		1	1	14	7.1%	No
H1-9P		2	2	14	14.3%	No
ADAMTS7		1	1	14	7.1%	No
ACAT1		1	1	14	7.1%	No
ADAMTS6		3	2	14	14.3%	No
CLCC1		1	1	14	7.1%	No
TBC1D16		1	1	14	7.1%	No
CLVS2		2	2	14	14.3%	No
JMJD7-PLA2G4B		1	1	14	7.1%	No
SLC26A4		2	1	14	7.1%	No
DAPL1		1	1	14	7.1%	No
RFX6		1	1	14	7.1%	No
FRMD4B		3	1	14	7.1%	No
SLC47A2		2	2	14	14.3%	No
CIC		1	1	14	7.1%	Yes
RLF		1	1	14	7.1%	No
BAG5		1	1	14	7.1%	No
ZNF277		1	1	14	7.1%	No
ZNF626		1	1	14	7.1%	No
ZDHHC11B		1	1	14	7.1%	No
ACHE		1	1	14	7.1%	No
UGT2B7		1	1	14	7.1%	No
SPEG		1	1	14	7.1%	No
MAP1LC3C		1	1	14	7.1%	No
UGT2B15		1	1	14	7.1%	No
LZTR1		1	1	14	7.1%	Yes
ARHGAP35		1	1	14	7.1%	Yes
RHOG		1	1	14	7.1%	No
COLGALT2		1	1	14	7.1%	No
RAD54B		1	1	14	7.1%	No
ARHGAP5		1	1	14	7.1%	No
ARHGAP6		1	1	14	7.1%	No
RBMXL1		1	1	14	7.1%	No
WDR75		1	1	14	7.1%	No
TNKS1BP1		1	1	14	7.1%	No
MARCHF6		1	1	14	7.1%	No
ZNF394		1	1	14	7.1%	No
CFAP74		2	1	14	7.1%	No
ACOX1		1	1	14	7.1%	No
AMIGO3		1	1	14	7.1%	No
CLDN18		1	1	14	7.1%	No
ACRV1		1	1	14	7.1%	No
COL14A1		1	1	14	7.1%	No
NR1H2		1	1	14	7.1%	No
PFAS		1	1	14	7.1%	No
SPAG7		1	1	14	7.1%	No
PUDP		1	1	14	7.1%	No
BRD2		2	2	14	14.3%	No
WDR45		1	1	14	7.1%	No
KDM6B		1	1	14	7.1%	No
TSGA10IP		1	1	14	7.1%	No
MAST2		2	1	14	7.1%	No
OR7E24		1	1	14	7.1%	No
KIAA1755		1	1	14	7.1%	No
CIZ1		3	2	14	14.3%	No
ATG2A		3	1	14	7.1%	No
OR52J3		1	1	14	7.1%	No
ZFHX2		1	1	14	7.1%	No
GK5		1	1	14	7.1%	No
GCNT7		1	1	14	7.1%	No
LRRCC1		1	1	14	7.1%	No
HELZ2		2	2	14	14.3%	No
CLTCL1		3	2	14	14.3%	Yes
VPS29		1	1	14	7.1%	No
GRM5		1	1	14	7.1%	No
DOCK7		1	1	14	7.1%	No
GRM3		1	1	14	7.1%	Yes
OTUD4		2	1	14	7.1%	No
ZC3H6		1	1	14	7.1%	No
EVPLL		1	1	14	7.1%	No
FSTL3		1	1	14	7.1%	Yes
RNPEP		1	1	14	7.1%	No
MRPS27		1	1	14	7.1%	No
GRP		1	1	14	7.1%	No
PHACTR3		1	1	14	7.1%	No
ZNF219		1	1	14	7.1%	No
PTPRT		1	1	14	7.1%	Yes
ABI3		1	1	14	7.1%	No
SYDE2		1	1	14	7.1%	No
STAG1		1	1	14	7.1%	Yes
SCIN		1	1	14	7.1%	No
MROH8		1	1	14	7.1%	No
FAF1		1	1	14	7.1%	Yes
NET1		1	1	14	7.1%	No
GRPR		2	2	14	14.3%	No
SMC1A		1	1	14	7.1%	Yes
RC3H1		1	1	14	7.1%	No
USH2A		3	2	14	14.3%	No
TMPRSS6		1	1	14	7.1%	No
CDC42BPB		1	1	14	7.1%	No
TNRC6B		1	1	14	7.1%	No
UROS		1	1	14	7.1%	No
CUL9		1	1	14	7.1%	No
ACOT9		1	1	14	7.1%	No
PATZ1		1	1	14	7.1%	Yes
NR1D1		1	1	14	7.1%	No
TAB2		1	1	14	7.1%	No
AK9		1	1	14	7.1%	No
SLC7A6OS		1	1	14	7.1%	No
NCLN		1	1	14	7.1%	No
ZNF595		1	1	14	7.1%	No
USP42		1	1	14	7.1%	No
DGKG		1	1	14	7.1%	No
CDC42EP1		1	1	14	7.1%	No
ZC3H12C		1	1	14	7.1%	No
SSH2		1	1	14	7.1%	No
TANC1		2	1	14	7.1%	No
ACTL6A		1	1	14	7.1%	No
CD55		1	1	14	7.1%	No
GSPT1		1	1	14	7.1%	No
GSN		2	2	14	14.3%	No
CREB5		2	2	14	14.3%	No
KIF20B		1	1	14	7.1%	No
SGSM1		3	2	14	14.3%	No
TTC30A		1	1	14	7.1%	No
SOX13		1	1	14	7.1%	No
NYX		1	1	14	7.1%	No
DAPK3		1	1	14	7.1%	No
VCPIP1		2	2	14	14.3%	No
MSL2		1	1	14	7.1%	No
TMEM185B		1	1	14	7.1%	No
ODF4		1	1	14	7.1%	No
CENPQ		1	1	14	7.1%	No
RETREG2		1	1	14	7.1%	No
MAP3K19		1	1	14	7.1%	No
ZMIZ2		1	1	14	7.1%	No
GSTA4		1	1	14	7.1%	No
GSTA3		1	1	14	7.1%	No
VPS33B		1	1	14	7.1%	No
AJUBA		1	1	14	7.1%	Yes
ACVR2A		1	1	14	7.1%	Yes
ZNF543		1	1	14	7.1%	No
DAZL		1	1	14	7.1%	No
DAXX		2	1	14	7.1%	Yes
ATP6V0D1		1	1	14	7.1%	No
MROH2B		2	1	14	7.1%	No
AWAT1		1	1	14	7.1%	No
MED30		1	1	14	7.1%	No
INTS10		1	1	14	7.1%	No
DNAAF2		1	1	14	7.1%	No
KIR2DL3		1	1	14	7.1%	No
INVS		2	1	14	7.1%	No
FSD2		1	1	14	7.1%	No
PLEKHD1		1	1	14	7.1%	No
KIF5C		3	2	14	14.3%	No
TKTL1		1	1	14	7.1%	No
DSEL		1	1	14	7.1%	No
P2RX6		1	1	14	7.1%	No
RNF220		1	1	14	7.1%	No
ZBTB11		1	1	14	7.1%	No
LINS1		1	1	14	7.1%	No
ROBO1		1	1	14	7.1%	Yes
SLC25A36		1	1	14	7.1%	No
FA2H		1	1	14	7.1%	No
RIF1		2	1	14	7.1%	No
CFAP221		1	1	14	7.1%	No
BLNK		1	1	14	7.1%	No
ZNF527		1	1	14	7.1%	No
FRAS1		4	2	14	14.3%	No
ECI1		1	1	14	7.1%	No
EIF2AK1		1	1	14	7.1%	No
ZC3H12A		2	2	14	14.3%	No
SLC35G5		1	1	14	7.1%	No
DCT		1	1	14	7.1%	No
GTF2I		1	1	14	7.1%	Yes
EPX		2	2	14	14.3%	No
ARID1A	1.710e-2	2	2	14	14.3%	Yes
CBFA2T2		1	1	14	7.1%	No
DNAJC17		2	1	14	7.1%	No
GGNBP1		1	1	14	7.1%	No
NADSYN1		1	1	14	7.1%	No
ASB16		1	1	14	7.1%	No
GUCY1A2		2	2	14	14.3%	No
FBXO24		1	1	14	7.1%	No
FAM86C1P		1	1	14	7.1%	No
DCX		1	1	14	7.1%	No
SLC13A4		1	1	14	7.1%	No
OR51S1		1	1	14	7.1%	No
NEMF		1	1	14	7.1%	No
FHAD1		2	2	14	14.3%	No
DCST1		1	1	14	7.1%	No
SYNGR1		1	1	14	7.1%	No
DYSF		1	1	14	7.1%	No
ALG1		1	1	14	7.1%	No
GUSB		1	1	14	7.1%	No
BRME1		1	1	14	7.1%	No
ZBED9		1	1	14	7.1%	No
TRRAP		1	1	14	7.1%	Yes
ACRBP		1	1	14	7.1%	No
MRS2		1	1	14	7.1%	No
LENG8		1	1	14	7.1%	No
MTDH		1	1	14	7.1%	No
KPNA1		1	1	14	7.1%	No
MOGAT2		1	1	14	7.1%	No
ZPBP2		1	1	14	7.1%	No
DDX5		1	1	14	7.1%	Yes
DCDC1		1	1	14	7.1%	No
DDX3X		1	1	14	7.1%	Yes
GUCY1A1		1	1	14	7.1%	No
FBXL5		1	1	14	7.1%	No
CFHR5		2	2	14	14.3%	No
PRR36		1	1	14	7.1%	No
NOP58		1	1	14	7.1%	No
KIF22		2	1	14	7.1%	No
GPR63		2	2	14	14.3%	No
ZNF788P		1	1	14	7.1%	No
PJVK		1	1	14	7.1%	No
ANKRD20A12P		1	1	14	7.1%	No
LGALS7B		1	1	14	7.1%	No
KLHL3		1	1	14	7.1%	No
CASD1		2	2	14	14.3%	No
SLC6A5		1	1	14	7.1%	No
KRT1		1	1	14	7.1%	No
NAA15		1	1	14	7.1%	No
ACTRT3		1	1	14	7.1%	No
DHX15		1	1	14	7.1%	No
GPR137C		1	1	14	7.1%	No
FUCA2		1	1	14	7.1%	No
KRAS	4.580e-12	1	1	14	7.1%	Yes
TRIM64C		1	1	14	7.1%	No
KRT13		1	1	14	7.1%	No
PGBD1		1	1	14	7.1%	No
FUT2		3	1	14	7.1%	No
RPSAP58		1	1	14	7.1%	No
MAK16		1	1	14	7.1%	No
LARP4B		1	1	14	7.1%	Yes
TMEM72		1	1	14	7.1%	No
KBTBD8		1	1	14	7.1%	No
NEB		6	1	14	7.1%	No
FGD5		1	1	14	7.1%	No
SPATC1		1	1	14	7.1%	No
MAGI3		1	1	14	7.1%	No
NT5DC2		1	1	14	7.1%	No
STAP1		1	1	14	7.1%	No
CYFIP1		2	1	14	7.1%	No
MDN1		2	2	14	14.3%	No
CLEC17A		1	1	14	7.1%	No
IFT74		1	1	14	7.1%	No
C11ORF52		1	1	14	7.1%	No
INTS3		2	2	14	14.3%	No
ZBED1		1	1	14	7.1%	No
WNK1		2	2	14	14.3%	No
KRT31		1	1	14	7.1%	No
AHCTF1		1	1	14	7.1%	No
KHDC1		1	1	14	7.1%	No
GABBR1		1	1	14	7.1%	No
FIP1L1		2	2	14	14.3%	Yes
DZIP1		1	1	14	7.1%	No
ENPP4		1	1	14	7.1%	No
SERPINA7		1	1	14	7.1%	No
NLE1		1	1	14	7.1%	No
CFAP92		1	1	14	7.1%	No
ITPRID1		1	1	14	7.1%	No
MIS18BP1		1	1	14	7.1%	No
C17ORF99		1	1	14	7.1%	No
TOLLIP		1	1	14	7.1%	No
CLTC		2	1	14	7.1%	Yes
STARD5		2	1	14	7.1%	No
TWNK		1	1	14	7.1%	No
MMP24		1	1	14	7.1%	No
IFITM3		1	1	14	7.1%	No
ODF3L2		1	1	14	7.1%	No
ZNF608		1	1	14	7.1%	No
INTS2		1	1	14	7.1%	No
RTTN		1	1	14	7.1%	No
POT1		1	1	14	7.1%	Yes
KRT85		1	1	14	7.1%	No
GABRB3		1	1	14	7.1%	No
CCR1		1	1	14	7.1%	No
SLC33A1		1	1	14	7.1%	No
CFDP1		2	1	14	7.1%	No
SEC24B		1	1	14	7.1%	No
SH3KBP1		1	1	14	7.1%	No
XPO5		1	1	14	7.1%	No
UNC13D		1	1	14	7.1%	No
WDR33		1	1	14	7.1%	No
TBX15		1	1	14	7.1%	No
KRT82		1	1	14	7.1%	No
STARD9		1	1	14	7.1%	No
CADM1		1	1	14	7.1%	No
D2HGDH		1	1	14	7.1%	No
GSPT2		1	1	14	7.1%	No
CMKLR1		1	1	14	7.1%	No
TAS2R60		1	1	14	7.1%	No
ANKRD26		1	1	14	7.1%	No
HNF1B		1	1	14	7.1%	No
NYNRIN		1	1	14	7.1%	No
GABRR1		1	1	14	7.1%	No
PRMT7		2	1	14	7.1%	No
PCDH19		1	1	14	7.1%	No
COL18A1		1	1	14	7.1%	No
GABRG2		1	1	14	7.1%	No
ZNF418		1	1	14	7.1%	No
ARMC5		1	1	14	7.1%	No
RPTOR		1	1	14	7.1%	Yes
ZGRF1		2	1	14	7.1%	No
PLEKHO2		1	1	14	7.1%	No
KTN1		2	2	14	14.3%	Yes
NEFH		1	1	14	7.1%	No
IDH3A		1	1	14	7.1%	No
TBX3		1	1	14	7.1%	Yes
CNKSR2		1	1	14	7.1%	No
TCAIM		1	1	14	7.1%	No
ZNF799		1	1	14	7.1%	No
ARL16		1	1	14	7.1%	No
GALK1		1	1	14	7.1%	No
AMDHD1		1	1	14	7.1%	No
NLRP1		3	2	14	14.3%	No
GAK		1	1	14	7.1%	No
TMEM163		1	1	14	7.1%	No
LRRC31		2	2	14	14.3%	No
IQCA1		1	1	14	7.1%	No
IFI16		1	1	14	7.1%	No
FAM214A		1	1	14	7.1%	No
MAP2K7		1	1	14	7.1%	No
WDR81		1	1	14	7.1%	No
CGN		1	1	14	7.1%	No
ZNF665		1	1	14	7.1%	No
CYB5B		1	1	14	7.1%	No
SLC25A41		2	1	14	7.1%	No
CANX		1	1	14	7.1%	No
CDT1		1	1	14	7.1%	No
CAPN1		1	1	14	7.1%	No
MAPK9		1	1	14	7.1%	No
PEMT		1	1	14	7.1%	No
ALPK3		2	1	14	7.1%	No
OTOP1		1	1	14	7.1%	No
NEU1		1	1	14	7.1%	No
ARHGAP36		1	1	14	7.1%	No
TRIM72		1	1	14	7.1%	No
MBD6		3	1	14	7.1%	Yes
ENPP7		1	1	14	7.1%	No
XKR4		1	1	14	7.1%	No
GALT		1	1	14	7.1%	No
TCOF1		1	1	14	7.1%	No
STK11IP		1	1	14	7.1%	No
TUBGCP5		1	1	14	7.1%	No
IFIT1		1	1	14	7.1%	No
IFIT2		1	1	14	7.1%	No
PUS1		1	1	14	7.1%	No
RBMXL2		2	2	14	14.3%	No
PIDD1		2	1	14	7.1%	No
TMEM132B		1	1	14	7.1%	No
CASP3		1	1	14	7.1%	No
VMO1		2	1	14	7.1%	No
VSTM2B		1	1	14	7.1%	No
MUCL3		1	1	14	7.1%	No
KRTAP4-8		1	1	14	7.1%	No
NFE2L2	2.410e-6	4	1	14	7.1%	Yes
ZNF507		1	1	14	7.1%	No
NFIL3		1	1	14	7.1%	No
SMIM12		1	1	14	7.1%	No
FER1L4		1	1	14	7.1%	No
CNTN1		1	1	14	7.1%	No
TAOK1		1	1	14	7.1%	No
DNHD1		1	1	14	7.1%	No
SPHKAP		1	1	14	7.1%	No
SLC22A20P		1	1	14	7.1%	No
TP53TG5		1	1	14	7.1%	No
KLHL15		1	1	14	7.1%	No
CRCP		2	1	14	7.1%	No
CNR2		1	1	14	7.1%	No
FLG2		1	1	14	7.1%	No
CASP8	1.390e-3	1	1	14	7.1%	Yes
USP19		1	1	14	7.1%	No
MICAL3		3	2	14	14.3%	No
EPC1		1	1	14	7.1%	No
LRRC7		1	1	14	7.1%	No
HRNR		2	2	14	14.3%	No
ANKRD62		1	1	14	7.1%	No
CASR		3	1	14	7.1%	No
NFATC4		1	1	14	7.1%	No
NFE2		1	1	14	7.1%	Yes
NFKBIE		1	1	14	7.1%	Yes
COL4A2		1	1	14	7.1%	No
PNPLA3		1	1	14	7.1%	No
EWSR1		1	1	14	7.1%	Yes
ACP4		2	2	14	14.3%	No
COL2A1		2	1	14	7.1%	Yes
DAP3		1	1	14	7.1%	No
IFNG		1	1	14	7.1%	No
FSD1L		1	1	14	7.1%	No
KLHL8		1	1	14	7.1%	No
SYT16		1	1	14	7.1%	No
PGLYRP2		1	1	14	7.1%	No
ADGRF3		2	1	14	7.1%	No
COL1A1		1	1	14	7.1%	Yes
REEP4		1	1	14	7.1%	No
BCL9L		1	1	14	7.1%	Yes
AFDN		1	1	14	7.1%	Yes
MRAS		1	1	14	7.1%	No
POTEM		1	1	14	7.1%	No
CSDE1		2	2	14	14.3%	Yes
OR8B12		1	1	14	7.1%	No
TRPM1		1	1	14	7.1%	No
PHLDA1		1	1	14	7.1%	No
CAGE1		1	1	14	7.1%	No
CDON		1	1	14	7.1%	No
OR4D5		1	1	14	7.1%	No
IMPG2		1	1	14	7.1%	No
MMP12		2	2	14	14.3%	No
COL9A1		1	1	14	7.1%	No
MED12L		1	1	14	7.1%	No
COL8A1		2	2	14	14.3%	No
SUSD2		1	1	14	7.1%	No
DOCK6		1	1	14	7.1%	No
COL7A1		1	1	14	7.1%	No
COL6A3		1	1	14	7.1%	No
COL6A1		2	1	14	7.1%	No
COPG1		1	1	14	7.1%	No
FAM161B		1	1	14	7.1%	No
FBXL16		1	1	14	7.1%	No
RASA3		1	1	14	7.1%	No
UNC79		1	1	14	7.1%	No
KRT24		1	1	14	7.1%	No
RUNX3		1	1	14	7.1%	No
POLR1G		1	1	14	7.1%	No
TAS2R42		1	1	14	7.1%	No
NFX1		1	1	14	7.1%	No
RELN		1	1	14	7.1%	Yes
TBX22		1	1	14	7.1%	No
OR10G8		1	1	14	7.1%	No
NPHS2		1	1	14	7.1%	No
SASH1		1	1	14	7.1%	No
