Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
LINC00326		6q23.2	HOMDEL	1	18	5.6%	No
CAB39	3.466e-41	2q37.1	HOMDEL	1	18	5.6%	No
AKR1D1	1.615e-3	7q33	HOMDEL	1	18	5.6%	No
L1CAM-AS1		Xq28	AMP	2	18	11.1%	No
RNF148	1.615e-3	7q31.32	HOMDEL	1	18	5.6%	No
RPS3		11q13.4	HOMDEL	1	18	5.6%	No
FAM124B		2q36.2	HOMDEL	1	18	5.6%	No
AHSG		3q27.3	AMP	3	18	16.7%	No
C1QTNF8		16p13.3	AMP	1	18	5.6%	No
OR5AC2		3q11.2	AMP	1	18	5.6%	No
IFRD1		7q31.1	HOMDEL	1	18	5.6%	No
FAM86B3P		8p23.1	HOMDEL	1	18	5.6%	No
LSAMP		3q13.31	AMP	1	18	5.6%	No
PRAME		22q11.22	AMP	1	18	5.6%	No
INTS9		8p21.1	HOMDEL	1	18	5.6%	No
RN7SL493P		16p13.2	AMP	1	18	5.6%	No
RFX1		19p13.12	AMP	1	18	5.6%	No
SPANXB1		Xq27.1	AMP	2	18	11.1%	No
RN7SKP174	1.615e-3	7q35	HOMDEL	1	18	5.6%	No
PSG10P		19q13.2	AMP	1	18	5.6%	No
CIP2A		3q13.13	AMP	1	18	5.6%	No
POTEB		15q11.2	AMP	1	18	5.6%	No
NOCT		4q31.1	HOMDEL	1	18	5.6%	No
GAK	1.297e-1	4p16.3	HOMDEL	1	18	5.6%	No
MRE11		11q21	HOMDEL	1	18	5.6%	Yes
RTP1		3q27.3	AMP	3	18	16.7%	No
CYP2A6		19q13.2	AMP	1	18	5.6%	No
DEFB108B		11q13.4	HOMDEL	1	18	5.6%	No
RNA5SP174	1.654e-13	4q35.2	HOMDEL	1	18	5.6%	No
LRRC14		8q24.3	AMP	1	18	5.6%	No
TRIM61		4q32.3	HOMDEL	1	18	5.6%	No
UTRN		6q24.2	HOMDEL	1	18	5.6%	No
NLRP3		1q44	AMP	1	18	5.6%	No
BTLA		3q13.2	AMP	1	18	5.6%	Yes
TMEM240	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
GPR50		Xq28	AMP	2	18	11.1%	No
RPUSD4	1.076e-32	11q24.2	HOMDEL	1	18	5.6%	No
ACSM2B		16p12.3	AMP	1	18	5.6%	No
ESS2		22q11.21	AMP	1	18	5.6%	No
EIF2A		3q25.1	AMP	2	18	11.1%	No
FLYWCH2		16p13.3	AMP	1	18	5.6%	No
LIPT2		11q13.4	HOMDEL	1	18	5.6%	No
RNA5SP18		1q42.13	AMP	1	18	5.6%	No
CYP2A7		19q13.2	AMP	1	18	5.6%	No
DUSP9		Xq28	AMP	2	18	11.1%	Yes
MAP4K1		19q13.2	AMP	1	18	5.6%	No
PDIA5		3q21.1	AMP	1	18	5.6%	No
PRDM10-DT	1.076e-32	11q24.3	HOMDEL	1	18	5.6%	No
PHACTR2		6q24.2	HOMDEL	1	18	5.6%	No
MSR1		8p22	HOMDEL	2	18	11.1%	No
SPSB1	2.952e-4	1p36.22	HOMDEL	1	18	5.6%	No
C1QTNF5	1.076e-32	11q23.3	HOMDEL	1	18	5.6%	No
CTSO		4q32.1	HOMDEL	1	18	5.6%	No
GLUD2		Xq24	AMP	1	18	5.6%	No
RBFOX1		16p13.3	AMP	1	18	5.6%	No
CRYGN	1.615e-3	7q36.1	HOMDEL	1	18	5.6%	No
ZNF891		12q24.33	AMP	1	18	5.6%	No
SNED1	3.466e-41	2q37.3	HOMDEL	1	18	5.6%	No
OR51D1	2.701e-2	11p15.4	HOMDEL	1	18	5.6%	No
ZNF781		19q13.12	AMP	1	18	5.6%	No
IGFBP5		2q35	HOMDEL	1	18	5.6%	No
POGLUT3	1.076e-32	11q22.3	HOMDEL	1	18	5.6%	No
PAK2		3q29	AMP	4	18	22.2%	No
CUL3		2q36.2	HOMDEL	1	18	5.6%	Yes
RNA5SP264		8p11.23	HOMDEL	1	18	5.6%	No
ELOB		16p13.3	AMP	1	18	5.6%	No
H1-8		3q22.1	AMP	1	18	5.6%	No
ZNF800	1.615e-3	7q31.33	HOMDEL	1	18	5.6%	No
TFAP4		16p13.3	AMP	1	18	5.6%	No
TTC26	1.615e-3	7q34	HOMDEL	1	18	5.6%	No
SNORA35		Xq23	AMP	1	18	5.6%	No
RYR1	3.164e-8	19q13.2	AMP	1	18	5.6%	No
CLN8		8p23.3	HOMDEL	1	18	5.6%	No
DHFR2		3q11.2	AMP	1	18	5.6%	No
RNU4ATAC10P	1.076e-32	11q24.1	HOMDEL	1	18	5.6%	No
OR8B2	1.076e-32	11q24.2	HOMDEL	1	18	5.6%	No
PKD1P5		16p12.3	AMP	1	18	5.6%	No
GSDMD		8q24.3	AMP	1	18	5.6%	No
ZNF283		19q13.31	AMP	1	18	5.6%	No
RN7SKP189		Xq27.3	AMP	2	18	11.1%	No
LUC7L		16p13.3	AMP	1	18	5.6%	No
DPP6	1.615e-3	7q36.2	HOMDEL	1	18	5.6%	No
RNA5SP248	1.615e-3	7q34	HOMDEL	1	18	5.6%	No
HES1		3q29	AMP	4	18	22.2%	No
SP110	3.466e-41	2q37.1	HOMDEL	1	18	5.6%	No
MT1HL1		1q43	AMP	1	18	5.6%	No
XPO7		8p21.3	HOMDEL	1	18	5.6%	No
ZNF573		19q13.12	AMP	1	18	5.6%	No
MAN1A1		6q22.31	HOMDEL	1	18	5.6%	No
SUSD1		9q31.3-q32	AMP	1	18	5.6%	No
RSPH6A		19q13.3	AMP	1	18	5.6%	No
FBXO46		19q13.32	AMP	1	18	5.6%	No
SNORA36A		Xq28	AMP	2	18	11.1%	No
SIGIRR	2.701e-2	11p15.5	HOMDEL	1	18	5.6%	No
RYR2		1q43	AMP	1	18	5.6%	No
SLC45A4		8q24.3	AMP	1	18	5.6%	No
LYPD5		19q13.31	AMP	1	18	5.6%	No
BCO2	1.076e-32	11q23.1	HOMDEL	1	18	5.6%	No
SERP1		3q25.1	AMP	2	18	11.1%	No
GAB3		Xq28	AMP	2	18	11.1%	No
PAXIP1	1.615e-3	7q36.2	HOMDEL	1	18	5.6%	No
USP17L2		8p23.1	HOMDEL	1	18	5.6%	No
CENPW		6q22.32	HOMDEL	1	18	5.6%	No
GALNTL5	1.615e-3	7q36.1	HOMDEL	1	18	5.6%	No
RNA5SP19		1q42.13	AMP	1	18	5.6%	No
RNY4P19	3.466e-41	2q36.3	HOMDEL	1	18	5.6%	No
NOS3	1.615e-3	7q36.1	HOMDEL	1	18	5.6%	No
RPL32P3		3q21.3	AMP	1	18	5.6%	No
MAML3		4q31.1	HOMDEL	1	18	5.6%	No
HECA		6q24.1	HOMDEL	1	18	5.6%	No
PLEKHM3		2q33.3	HOMDEL	1	18	5.6%	No
MSRB1		16p13.3	AMP	1	18	5.6%	No
TNFRSF10C		8p21.3	HOMDEL	1	18	5.6%	No
SIK2	1.076e-32	11q23.1	HOMDEL	1	18	5.6%	No
TMEM39A		3q13.33	AMP	1	18	5.6%	No
TMEM169		2q35	HOMDEL	1	18	5.6%	No
GPT		8q24.3	AMP	1	18	5.6%	No
KLHL6		3q27.1	AMP	3	18	16.7%	Yes
KIAA0319	4.670e-2	6p22.3	HOMDEL	1	18	5.6%	No
SDIM1	9.848e-5	6q27	HOMDEL	3	18	16.7%	No
RN7SKP221		22q11.21	AMP	1	18	5.6%	No
ATG3		3q13.2	AMP	1	18	5.6%	No
HPGD		4q34.1	HOMDEL	1	18	5.6%	No
TENM4		11q14.1	HOMDEL	1	18	5.6%	No
TOLLIP	2.701e-2	11p15.5	HOMDEL	1	18	5.6%	No
USP41		22q11.21	AMP	1	18	5.6%	No
OR9A3P	1.615e-3	7q34	HOMDEL	1	18	5.6%	No
RN7SL663P	3.164e-8	19q13.13	AMP	1	18	5.6%	No
CXCR1		2q35	HOMDEL	1	18	5.6%	No
USP28	1.076e-32	11q23.2	HOMDEL	1	18	5.6%	No
ZNF575		19q13.31	AMP	1	18	5.6%	No
FOXS1		20q11.21	AMP	1	18	5.6%	No
TMEM126B		11q14.1	HOMDEL	2	18	11.1%	No
FLNC	1.615e-3	7q32.1	HOMDEL	1	18	5.6%	No
SAMD1		19p13.12	AMP	1	18	5.6%	No
HPS3		3q24	AMP	2	18	11.1%	No
HPYR1		8q24.22	AMP	1	18	5.6%	No
ARF5	1.615e-3	7q32.1	HOMDEL	1	18	5.6%	No
RNA5SP222		6q24.3	HOMDEL	1	18	5.6%	No
CES5AP1		22q11.23	AMP	1	18	5.6%	No
EIF4G1		3q27.1	AMP	3	18	16.7%	No
DUX4L4	1.654e-13	4q35.2	HOMDEL	1	18	5.6%	No
SNRPD2		19q13.2-q13.3	AMP	1	18	5.6%	No
MAGEA4		Xq28	AMP	2	18	11.1%	No
WDR97		8q24.3	AMP	1	18	5.6%	No
TBX1		22q11.21	AMP	1	18	5.6%	No
LINC00499		4q28.3	HOMDEL	1	18	5.6%	No
C8ORF33		8q24.3	AMP	1	18	5.6%	No
RN7SKP105		4q32.3	HOMDEL	1	18	5.6%	No
HSPA8	1.076e-32	11q24.1	HOMDEL	1	18	5.6%	No
FHL3		1p34.3	AMP	1	18	5.6%	No
ESR1		6q25.1-q25.2	HOMDEL	1	18	5.6%	Yes
LXN		3q25.32	AMP	2	18	11.1%	No
WIPI1		17q24.2	AMP	1	18	5.6%	No
C6ORF141		6p12.3	HOMDEL	1	18	5.6%	No
SNORD6		11q21	HOMDEL	1	18	5.6%	No
POLD3		11q13.4	HOMDEL	1	18	5.6%	No
SLC45A1	2.952e-4	1p36.23	HOMDEL	1	18	5.6%	No
ARF1		1q42.13	AMP	1	18	5.6%	No
CCNA2		4q27	HOMDEL	1	18	5.6%	No
BEST2		19p13.13	AMP	1	18	5.6%	No
ZFP41		8q24.3	AMP	1	18	5.6%	No
CCDC28A		6q24.1	HOMDEL	1	18	5.6%	No
OLIG3		6q23.3	HOMDEL	1	18	5.6%	No
MAGEA3		Xq28	AMP	2	18	11.1%	No
SAMHD1		20q11.23	AMP	1	18	5.6%	Yes
TBL1XR1		3q26.32	AMP	3	18	16.7%	Yes
EMD		Xq28	AMP	2	18	11.1%	No
TSPAN33	1.615e-3	7q32.1	HOMDEL	1	18	5.6%	No
DPPA2		3q13.13	AMP	1	18	5.6%	No
SLC13A4	1.615e-3	7q33	HOMDEL	1	18	5.6%	No
GGNBP1		6p21.31	AMP	1	18	5.6%	No
CABP2		11q13.2	HOMDEL	1	18	5.6%	No
HSPA4L		4q28.1	HOMDEL	1	18	5.6%	No
AJAP1	2.952e-4	1p36.32	HOMDEL	1	18	5.6%	No
RN7SL536P		15q11.2	AMP	1	18	5.6%	No
ANXA10		4q32.3	HOMDEL	1	18	5.6%	No
DGKG		3q27.2-q27.3	AMP	3	18	16.7%	No
MXRA8	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
EGFLAM		5p13.2-p13.1	AMP	1	18	5.6%	No
SSU72	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
NME9		3q22.3	AMP	1	18	5.6%	No
RN7SKP12		1q43	AMP	1	18	5.6%	No
ATG4D		19p13.2	AMP	1	18	5.6%	No
RBM7	1.076e-32	11q23.1-q23.2	HOMDEL	1	18	5.6%	No
DYTN		2q33.3	HOMDEL	1	18	5.6%	No
SKP2		5p13.2	AMP	1	18	5.6%	No
HNRNPM		19p13.2	AMP	1	18	5.6%	No
SCARA5		8p21.1	HOMDEL	1	18	5.6%	No
PABIR3		Xq26.3	AMP	2	18	11.1%	No
RN7SKP245		6q23.2	HOMDEL	1	18	5.6%	No
PLN		6q22.31	HOMDEL	1	18	5.6%	No
AIFM1		Xq26.1	AMP	1	18	5.6%	No
RN7SL535P	1.615e-3	7q34	HOMDEL	1	18	5.6%	No
MAGEA2		Xq28	AMP	2	18	11.1%	No
FREM3		4q31.21	HOMDEL	1	18	5.6%	No
AGXT2		5p13.2	AMP	1	18	5.6%	No
SNX25		4q35.1	HOMDEL	1	18	5.6%	No
POLR2H		3q27.1	AMP	3	18	16.7%	No
FHL1		Xq26.3	AMP	2	18	11.1%	No
PAX4	1.615e-3	7q32.1	HOMDEL	1	18	5.6%	No
FDXACB1	1.076e-32	11q23.1	HOMDEL	1	18	5.6%	No
TVP23A		16p13.13	AMP	1	18	5.6%	No
PDIA4	1.615e-3	7q36.1	HOMDEL	1	18	5.6%	No
C2CD2L	1.076e-32	11q23.3	HOMDEL	1	18	5.6%	No
ISY1		3q21.3	AMP	1	18	5.6%	No
ADCY5		3q21.1	AMP	1	18	5.6%	No
GYPB		4q31.21	HOMDEL	1	18	5.6%	No
OR8B12	1.076e-32	11q24.2	HOMDEL	1	18	5.6%	No
LNP1		3q12.2	AMP	1	18	5.6%	No
ROS1		6q22.1	HOMDEL	1	18	5.6%	Yes
ADGRF5		6p12.3	HOMDEL	1	18	5.6%	No
MAP7		6q23.3	HOMDEL	1	18	5.6%	No
ADIG		20q11.23	AMP	1	18	5.6%	No
PABIR2		Xq26.3	AMP	2	18	11.1%	No
BRS3		Xq26.3	AMP	2	18	11.1%	No
RN7SL152P		4q31.1	HOMDEL	1	18	5.6%	No
SLA		8q24.22	AMP	1	18	5.6%	No
GPR139		16p12.3	AMP	1	18	5.6%	No
HGH1		8q24.3	AMP	1	18	5.6%	No
NIPA1		15q11.2	AMP	1	18	5.6%	No
ATAD3A	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
ZNF563		19p13.2	AMP	1	18	5.6%	No
RN7SKP213		2q35	HOMDEL	1	18	5.6%	No
GPR37	1.615e-3	7q31.33	HOMDEL	1	18	5.6%	No
MAGEA1		Xq28	AMP	2	18	11.1%	No
FAM50A		Xq28	AMP	2	18	11.1%	No
DLG1		3q29	AMP	4	18	22.2%	No
SPANXN3		Xq27.3	AMP	2	18	11.1%	No
CASP4	1.076e-32	11q22.3	HOMDEL	1	18	5.6%	No
TRAPPC4	1.076e-32	11q23.3	HOMDEL	1	18	5.6%	No
SNORA10		16p13.3	AMP	1	18	5.6%	No
WWTR1		3q25.1	AMP	2	18	11.1%	Yes
ASF1B		19p13.12	AMP	1	18	5.6%	No
RNA5SP346		11q21	HOMDEL	1	18	5.6%	No
SNORD2		3q27.3	AMP	3	18	16.7%	No
GOLGB1		3q13.33	AMP	1	18	5.6%	No
LINC00051		8q24.3	AMP	1	18	5.6%	No
PDZD4		Xq28	AMP	2	18	11.1%	No
ACTR3C	1.615e-3	7q36.1	HOMDEL	1	18	5.6%	No
B3GALT6	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
RN7SL172P		3q13.33	AMP	1	18	5.6%	No
RER1	2.952e-4	1p36.32	HOMDEL	1	18	5.6%	No
GSS		20q11.22	AMP	1	18	5.6%	No
TRAF3IP1	3.466e-41	2q37.3	HOMDEL	1	18	5.6%	No
SPAM1	1.615e-3	7q31	HOMDEL	1	18	5.6%	No
NXPE2	1.076e-32	11q23.2	HOMDEL	1	18	5.6%	No
FAM66B		8p23.1	HOMDEL	1	18	5.6%	No
RNA5SP119		2q34	HOMDEL	1	18	5.6%	No
FH		1q43	AMP	1	18	5.6%	Yes
E2F1		20q11.22	AMP	1	18	5.6%	No
DKC1		Xq28	AMP	2	18	11.1%	No
RN7SL687P		Xq28	AMP	2	18	11.1%	No
SLURP1		8q24.3	AMP	1	18	5.6%	No
USF3		3q13.2	AMP	1	18	5.6%	No
CPSF1		8q24.3	AMP	1	18	5.6%	No
DGAT2		11q13.5	HOMDEL	1	18	5.6%	No
FOXR1	1.076e-32	11q23.3	HOMDEL	1	18	5.6%	No
ZBTB11		3q12.3	AMP	1	18	5.6%	No
COPG1		3q21.3	AMP	1	18	5.6%	No
ZNF783	1.615e-3	7q36.1	HOMDEL	1	18	5.6%	No
P2RX2		12q24.33	AMP	1	18	5.6%	No
PRRG3		Xq28	AMP	2	18	11.1%	No
SLC6A18	2.006e-6	5p15.33	AMP	1	18	5.6%	No
KLHL2		4q32.3	HOMDEL	1	18	5.6%	No
KLHL31		6p12.1	HOMDEL	1	18	5.6%	No
APLP2	1.076e-32	11q24.3	HOMDEL	1	18	5.6%	No
TGFB1		19q13.2	AMP	1	18	5.6%	No
PHF20L1		8q24.22	AMP	1	18	5.6%	No
CAPN12		19q13.2	AMP	1	18	5.6%	No
PPM1L		3q25.33-q26.1	AMP	2	18	11.1%	No
FAM131A		3q27.1	AMP	3	18	16.7%	No
FASTKD2		2q33.3	HOMDEL	1	18	5.6%	No
VPS35L		16p12.3	AMP	1	18	5.6%	No
ADCY9		16p13.3	AMP	1	18	5.6%	No
CXCL17		19q13.2	AMP	1	18	5.6%	No
SLC44A2		19p13.2	AMP	1	18	5.6%	No
LINC00607		2q35	HOMDEL	1	18	5.6%	No
S1PR5		19p13.2	AMP	1	18	5.6%	No
TEX15		8p12	HOMDEL	1	18	5.6%	No
GOLGA3		12q24.33	AMP	1	18	5.6%	No
CYP2G1P		19q13.2	AMP	1	18	5.6%	No
DEFB133		6p12.3	HOMDEL	1	18	5.6%	No
GSPT1		16p13.13	AMP	1	18	5.6%	No
SIRT5	4.670e-2	6p23	HOMDEL	1	18	5.6%	No
PATE2	1.076e-32	11q24.2	HOMDEL	1	18	5.6%	No
NDUFS8		11q13.2	HOMDEL	1	18	5.6%	No
AHI1		6q23.3	HOMDEL	1	18	5.6%	No
ICMT-DT	2.952e-4	1p36.31	HOMDEL	1	18	5.6%	No
AKR1B15	1.615e-3	7q33	HOMDEL	1	18	5.6%	No
ZDHHC14	9.848e-5	6q25.3	HOMDEL	2	18	11.1%	No
COL4A4		2q36.3	HOMDEL	1	18	5.6%	No
SND1	1.615e-3	7q32.1	HOMDEL	1	18	5.6%	Yes
MCCC1		3q27.1	AMP	3	18	16.7%	No
SNRPN		15q11.2	AMP	1	18	5.6%	No
CT55		Xq26.3	AMP	2	18	11.1%	No
ABCC1		16p13.11	AMP	1	18	5.6%	No
PLEKHB1		11q13.4	HOMDEL	1	18	5.6%	No
DAB2		5p13.1	AMP	1	18	5.6%	No
MRPL3		3q22.1	AMP	1	18	5.6%	No
DNAJC21		5p13.2	AMP	1	18	5.6%	No
GSTP1		11q13.2	HOMDEL	1	18	5.6%	No
KEL	1.615e-3	7q34	HOMDEL	1	18	5.6%	Yes
RN7SKP253		4q31.1	HOMDEL	1	18	5.6%	No
GATD1	2.701e-2	11p15.5	HOMDEL	1	18	5.6%	No
ZNF146		19q13.1	AMP	1	18	5.6%	No
SLN	1.076e-32	11q22.3	HOMDEL	1	18	5.6%	No
TEDC2		16p13.3	AMP	1	18	5.6%	No
GSK3B		3q13.33	AMP	1	18	5.6%	Yes
C1ORF174	2.952e-4	1p36.32	HOMDEL	1	18	5.6%	No
RNA5SP513		Xq25	AMP	1	18	5.6%	No
PTH2R		2q34	HOMDEL	1	18	5.6%	No
PERP		6q23.3	HOMDEL	1	18	5.6%	No
RRN3		16p13.11	AMP	1	18	5.6%	No
GOLGA6L6		15q11.2	AMP	1	18	5.6%	No
KNG1		3q27.3	AMP	3	18	16.7%	No
BCAM		19q13.32	AMP	1	18	5.6%	No
DYNLT1	9.848e-5	6q25.3	HOMDEL	2	18	11.1%	No
ZSWIM6		5q12.1	HOMDEL	1	18	5.6%	No
LGI3		8p21.3	HOMDEL	1	18	5.6%	No
TMEM249		8q24.3	AMP	1	18	5.6%	No
LINC00574	9.848e-5	6q27	HOMDEL	3	18	16.7%	No
DDX11L1	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
ZNF605		12q24.33	AMP	1	18	5.6%	No
CT47A11		Xq24	AMP	1	18	5.6%	No
OR5H1		3q11.2	AMP	1	18	5.6%	No
PRKCZ	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
PRSS51		8p23.1	HOMDEL	1	18	5.6%	No
PIGX		3q29	AMP	4	18	22.2%	No
TAF1D		11q21	HOMDEL	1	18	5.6%	No
HSF1		8q24.3	AMP	1	18	5.6%	No
WFIKKN1		16p13.3	AMP	1	18	5.6%	No
CT47A6		Xq24	AMP	1	18	5.6%	No
MAGEF1		3q27.1	AMP	3	18	16.7%	No
RN7SL743P		16p13.2	AMP	1	18	5.6%	No
HCRTR2		6p12.1	HOMDEL	1	18	5.6%	No
SP140	3.466e-41	2q37.1	HOMDEL	1	18	5.6%	Yes
SLC1A3		5p13.2	AMP	1	18	5.6%	No
RETNLB		3q13.13	AMP	1	18	5.6%	No
FAM98C	3.164e-8	19q13.2	AMP	1	18	5.6%	No
ATM	1.076e-32	11q22.3	HOMDEL	1	18	5.6%	Yes
ZNF718	1.297e-1	4p16.3	HOMDEL	1	18	5.6%	No
DDX6	1.076e-32	11q23.3	HOMDEL	1	18	5.6%	Yes
OR6B2	3.466e-41	2q37.3	HOMDEL	1	18	5.6%	No
LINC00488		3q13.13	AMP	1	18	5.6%	No
RNA5SP516		Xq27.2	AMP	2	18	11.1%	No
AVPR2		Xq28	AMP	2	18	11.1%	No
LRRC56	2.701e-2	11p15.5	HOMDEL	1	18	5.6%	No
ARVCF		22q11.21	AMP	1	18	5.6%	No
PRDM5		4q27	HOMDEL	1	18	5.6%	No
ERLIN2		8p11.23	HOMDEL	1	18	5.6%	No
C8ORF17		8q24.3	AMP	1	18	5.6%	No
TSPYL4		6q22.1	HOMDEL	1	18	5.6%	No
ING3		7q31.31	HOMDEL	1	18	5.6%	No
IL18	1.076e-32	11q23.1	HOMDEL	1	18	5.6%	No
CPTP	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
RNA5SP515		Xq26.3	AMP	2	18	11.1%	No
CHML		1q43	AMP	1	18	5.6%	No
GRM5		11q14.2-q14.3	HOMDEL	1	18	5.6%	No
RN7SL697P		Xq28	AMP	2	18	11.1%	No
PPP2R1B	1.076e-32	11q23.1	HOMDEL	1	18	5.6%	No
RLN2	1.614e-6	9p24.1	AMP	1	18	5.6%	No
OSTCP1	9.848e-5	6q25.3	HOMDEL	2	18	11.1%	No
RBM44	3.466e-41	2q37.3	HOMDEL	1	18	5.6%	No
TNKS		8p23.1	HOMDEL	1	18	5.6%	No
FSTL5		4q32.2	HOMDEL	1	18	5.6%	No
TRIM42		3q23	AMP	1	18	5.6%	No
PIGG	1.297e-1	4p16.3	HOMDEL	1	18	5.6%	No
MIB2	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
PNMA3		Xq28	AMP	2	18	11.1%	No
NCOA6		20q11.22	AMP	1	18	5.6%	No
RHOU		1q42.13	AMP	1	18	5.6%	No
RNA5SP256		8p22	HOMDEL	1	18	5.6%	No
RNA5SP514		Xq26.2	AMP	1	18	5.6%	No
ACSL1		4q35.1	HOMDEL	1	18	5.6%	No
FAM135B		8q24.23	AMP	1	18	5.6%	No
OR2T27		1q44	AMP	1	18	5.6%	No
RNA5SP169		4q31.3	HOMDEL	1	18	5.6%	No
RN7SL419P		4q31.3	HOMDEL	1	18	5.6%	No
RN7SL759P		15q11.2	AMP	1	18	5.6%	No
ZDHHC11	2.006e-6	5p15.33	AMP	1	18	5.6%	No
HERC2P3		15q11.1-q11.2	AMP	1	18	5.6%	No
LINC02904		8q24.3	AMP	1	18	5.6%	No
DOCK10		2q36.2	HOMDEL	1	18	5.6%	No
KIRREL3	1.076e-32	11q24.2	HOMDEL	1	18	5.6%	No
PLEKHG2		19q13.2	AMP	1	18	5.6%	No
RNF7		3q23	AMP	1	18	5.6%	No
UROC1		3q21.3	AMP	1	18	5.6%	No
MIA		19q13.2	AMP	1	18	5.6%	No
SERTAD3		19q13.2	AMP	1	18	5.6%	No
OR6B1	1.615e-3	7q35	HOMDEL	1	18	5.6%	No
ZXDA		Xp11.21	AMP	1	18	5.6%	No
NEK1		4q33	HOMDEL	1	18	5.6%	No
CDK5	1.615e-3	7q36.1	HOMDEL	1	18	5.6%	No
KCNN4		19q13.31	AMP	1	18	5.6%	No
MUC5B	2.701e-2	11p15.5	HOMDEL	1	18	5.6%	No
MAGEA10		Xq28	AMP	2	18	11.1%	No
LRAT		4q32.1	HOMDEL	1	18	5.6%	No
RNF121		11q13.4	HOMDEL	1	18	5.6%	No
OR11L1		1q44	AMP	1	18	5.6%	No
RNA5SP517		Xq27.3	AMP	2	18	11.1%	No
TARBP1		1q42.2	AMP	1	18	5.6%	No
ADGRG4		Xq26.3	AMP	2	18	11.1%	No
XRRA1		11q13.4	HOMDEL	1	18	5.6%	No
TRPV5	1.615e-3	7q34	HOMDEL	1	18	5.6%	No
SNORA20	9.848e-5	6q25.3	HOMDEL	3	18	16.7%	No
MIR503HG		Xq26.3	AMP	2	18	11.1%	No
C1ORF100		1q44	AMP	1	18	5.6%	No
HINT3		6q22.32	HOMDEL	1	18	5.6%	No
CREBBP		16p13.3	AMP	1	18	5.6%	Yes
MAGEA9		Xq28	AMP	2	18	11.1%	No
ANKRD42		11q14.1	HOMDEL	1	18	5.6%	No
AXL		19q13.2	AMP	1	18	5.6%	Yes
PTEN	6.999e-10	10q23.31	HOMDEL	1	18	5.6%	Yes
PKMYT1		16p13.3	AMP	1	18	5.6%	No
POM121L7P		22q11.21	AMP	1	18	5.6%	No
FGF2		4q28.1	HOMDEL	1	18	5.6%	No
TTC23L		5p13.2	AMP	1	18	5.6%	No
EMP2		16p13.13	AMP	1	18	5.6%	No
ALKBH8	1.076e-32	11q22.3	HOMDEL	1	18	5.6%	No
RTL8B		Xq26.3	AMP	2	18	11.1%	No
FRMD1	9.848e-5	6q27	HOMDEL	3	18	16.7%	No
CEP72	2.006e-6	5p15.33	AMP	1	18	5.6%	No
DENND10P1		Xq26.1	AMP	1	18	5.6%	No
DPF1	3.164e-8	19q13.2	AMP	1	18	5.6%	No
PDGFD		11q22.3	HOMDEL	1	18	5.6%	No
BAG4		8p11.23	HOMDEL	1	18	5.6%	No
TTLL9		20q11	AMP	1	18	5.6%	No
PCMT1		6q25.1	HOMDEL	1	18	5.6%	No
SDE2		1q42.12	AMP	1	18	5.6%	No
SNX4		3q21.2	AMP	1	18	5.6%	No
MAGEA8		Xq28	AMP	2	18	11.1%	No
NR1I2		3q13.33	AMP	1	18	5.6%	No
ABRACL		6q24.1	HOMDEL	1	18	5.6%	No
BFSP2		3q22.1	AMP	1	18	5.6%	No
SNORD61		Xq26.3	AMP	1	18	5.6%	No
PHF20		20q11.22-q11.23	AMP	1	18	5.6%	No
MYO1F		19p13.2	AMP	1	18	5.6%	No
CLUAP1		16p13.3	AMP	1	18	5.6%	No
CT45A3		Xq26.3	AMP	2	18	11.1%	No
GPRC6A		6q22.1	HOMDEL	1	18	5.6%	No
GABRD	2.952e-4	1p36.33	HOMDEL	1	18	5.6%	No
TRIM58		1q44	AMP	1	18	5.6%	No
MRGPRD		11q13.3	HOMDEL	1	18	5.6%	No
PUF60		8q24.3	AMP	1	18	5.6%	No
PPP1R3A		7q31.1	HOMDEL	1	18	5.6%	No
PRSS22		16p13.3	AMP	1	18	5.6%	No
ZNF721	1.297e-1	4p16.3	HOMDEL	1	18	5.6%	No
NOC4L		12q24.33	AMP	1	18	5.6%	No
TARS1		5p13.3	AMP	1	18	5.6%	No
RNA5SP218		6q23.2	HOMDEL	1	18	5.6%	No
SOGA1		20q11.23	AMP	1	18	5.6%	No
MAGEA6		Xq28	AMP	2	18	11.1%	No
AFDN	9.848e-5	6q27	HOMDEL	3	18	16.7%	Yes
PHYHIP		8p21.3	HOMDEL	1	18	5.6%	No
DYNLT2B		3q29	AMP	4	18	22.2%	No
RN7SL397P		3q13.33	AMP	1	18	5.6%	No
SNORD51	8.624e-4	2q33.3	HOMDEL	1	18	5.6%	No
CWC15		11q21	HOMDEL	1	18	5.6%	No
AGAP1	3.466e-41	2q37.2	HOMDEL	1	18	5.6%	No
PYCR3		8q24.3	AMP	1	18	5.6%	No
RNY5P4		4q28.2	HOMDEL	1	18	5.6%	No
