Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
MAP3K8		1	1	131	0.8%	No
GDF1		1	1	131	0.8%	No
FAT3		8	8	131	6.1%	No
NEDD1		1	1	131	0.8%	No
GCNT2		1	1	131	0.8%	No
ABLIM1		1	1	131	0.8%	No
LIMK1		2	2	131	1.5%	No
ZFP69B		1	1	131	0.8%	No
ZSWIM1		1	1	131	0.8%	No
SNX21		1	1	131	0.8%	No
ZSWIM4		4	4	131	3.1%	No
GFAP		1	1	131	0.8%	No
RIN3		1	1	131	0.8%	No
ZNF671		1	1	131	0.8%	No
GEM		1	1	131	0.8%	No
L1TD1		2	2	131	1.5%	No
ZNF672		1	1	131	0.8%	No
COX6A1		1	1	131	0.8%	No
GGNBP2		3	3	131	2.3%	No
ATP8B4		1	1	131	0.8%	No
GDI2		1	1	131	0.8%	No
ZNF613		2	2	131	1.5%	No
GDI1		2	2	131	1.5%	No
OR5P3		1	1	131	0.8%	No
GDF10		1	1	131	0.8%	No
PRR5L		1	1	131	0.8%	No
LLGL2		1	1	131	0.8%	No
SIMC1		1	1	131	0.8%	No
LLGL1		1	1	131	0.8%	No
ANKRD44		4	4	131	3.1%	No
FAM227B		1	1	131	0.8%	No
PCED1B		1	1	131	0.8%	No
MPPE1		1	1	131	0.8%	No
COX10		1	1	131	0.8%	No
B4GALT1		1	1	131	0.8%	No
DACT2		1	1	131	0.8%	No
PODNL1		2	2	131	1.5%	No
ZC3H14		2	2	131	1.5%	No
HDAC11		1	1	131	0.8%	No
GGCX		1	1	131	0.8%	No
MAP9		2	2	131	1.5%	No
GFRA3		3	3	131	2.3%	No
PLBD1		2	2	131	1.5%	No
ANKRD36C		1	1	131	0.8%	No
GFRA2		2	2	131	1.5%	No
GFRA1		3	3	131	2.3%	No
LPCAT1		1	1	131	0.8%	No
MRPL21		1	1	131	0.8%	No
ZNF649		2	2	131	1.5%	No
CPLANE1		7	6	131	4.6%	No
UBE2Z		1	1	131	0.8%	No
WNK4		2	2	131	1.5%	No
WNK2		3	3	131	2.3%	No
WNK3		5	5	131	3.8%	No
CBLIF		1	1	131	0.8%	No
GHSR		1	1	131	0.8%	No
CPB2		1	1	131	0.8%	No
GHR		1	1	131	0.8%	No
SLC38A6		1	1	131	0.8%	No
CPA1		1	1	131	0.8%	No
CP		2	2	131	1.5%	No
GGT5		1	1	131	0.8%	No
GGT7		1	1	131	0.8%	No
COA7		2	1	131	0.8%	No
OR6Q1		1	1	131	0.8%	No
UBXN11		2	2	131	1.5%	No
CPT1A		2	2	131	1.5%	No
CPS1		2	2	131	1.5%	Yes
CPN2		2	2	131	1.5%	No
IDO2		2	2	131	1.5%	No
GJA1		1	1	131	0.8%	No
GIPR		3	3	131	2.3%	No
NPL		1	1	131	0.8%	No
GIP		1	1	131	0.8%	No
ILKAP		1	1	131	0.8%	No
PAIP2B		1	1	131	0.8%	No
CDCA2		1	1	131	0.8%	No
CREB1		1	1	131	0.8%	Yes
SLC18B1		2	2	131	1.5%	No
CRAT		1	1	131	0.8%	No
DPY19L3		2	2	131	1.5%	No
LRG1		1	1	131	0.8%	No
CR1L		1	1	131	0.8%	No
CPT2		1	1	131	0.8%	No
CPT1B		2	2	131	1.5%	No
LINC01599		1	1	131	0.8%	No
OR1S1		3	2	131	1.5%	No
OR1S2		1	1	131	0.8%	No
ENDOV		1	1	131	0.8%	No
KIAA2013		1	1	131	0.8%	No
ZNF551		3	2	131	1.5%	No
SLC5A12		1	1	131	0.8%	No
MPEG1		1	1	131	0.8%	Yes
CRHR2		2	2	131	1.5%	No
CRHR1		2	2	131	1.5%	No
HSPA12B		1	1	131	0.8%	No
NCR3		2	2	131	1.5%	No
MGAT5B		2	2	131	1.5%	No
SLC26A11		3	3	131	2.3%	No
CREBBP		10	8	131	6.1%	Yes
PATL1		1	1	131	0.8%	No
OR4D11		1	1	131	0.8%	No
ZNF22-AS1		1	1	131	0.8%	No
SLCO4A1		2	2	131	1.5%	No
ARX		1	1	131	0.8%	No
CRKL		1	1	131	0.8%	Yes
SLC13A5		1	1	131	0.8%	No
ALS2CL		1	1	131	0.8%	No
FAM13C		1	1	131	0.8%	No
PLXNA4		3	3	131	2.3%	No
MS4A15		1	1	131	0.8%	No
TOM1L2		1	1	131	0.8%	No
DCAF4L1		1	1	131	0.8%	No
RPS19BP1		1	1	131	0.8%	No
SLC16A9		1	1	131	0.8%	No
CCDC88C		1	1	131	0.8%	No
ALDH7A1		1	1	131	0.8%	No
UNC5A		1	1	131	0.8%	No
SETD9		1	1	131	0.8%	No
C6ORF118		1	1	131	0.8%	No
PDIA6		1	1	131	0.8%	No
RNF145		2	2	131	1.5%	No
RNF19B		1	1	131	0.8%	No
ZNF485		1	1	131	0.8%	No
SLC44A1		3	3	131	2.3%	No
IL1RL2		2	2	131	1.5%	No
ZNF501		1	1	131	0.8%	No
IL18R1		1	1	131	0.8%	No
PTCD2		1	1	131	0.8%	No
NLRP5		2	2	131	1.5%	No
NLRP8		4	4	131	3.1%	No
PCDH18		1	1	131	0.8%	No
WWC3		3	3	131	2.3%	No
MMRN2		2	2	131	1.5%	No
NLRP13		3	3	131	2.3%	No
ATP5F1D		1	1	131	0.8%	No
ATP5PB		1	1	131	0.8%	No
SUCLA2		1	1	131	0.8%	No
TRAP1		1	1	131	0.8%	No
EHMT1		4	4	131	3.1%	No
BCAP31		1	1	131	0.8%	No
TLE6		2	2	131	1.5%	No
SUCLG2		1	1	131	0.8%	No
OPTN		1	1	131	0.8%	No
PPP2R2D		2	2	131	1.5%	No
CELA3A		1	1	131	0.8%	No
ZNF552		1	1	131	0.8%	No
PIGU		3	3	131	2.3%	No
IL18RAP		2	2	131	1.5%	No
APBB1IP		6	6	131	4.6%	No
TRIM24		1	1	131	0.8%	Yes
PUS7		1	1	131	0.8%	No
INPP4B		3	3	131	2.3%	Yes
ANGPTL2		1	1	131	0.8%	No
ANO9		2	2	131	1.5%	No
HCAR2		3	3	131	2.3%	No
ABCB10		1	1	131	0.8%	No
ESPNL		1	1	131	0.8%	No
ZC3H15		1	1	131	0.8%	No
ANKRD16		1	1	131	0.8%	No
ATP6V1A		1	1	131	0.8%	No
WDR44		1	1	131	0.8%	No
TEX2		3	3	131	2.3%	No
SF3B1		1	1	131	0.8%	Yes
CCDC93		1	1	131	0.8%	No
CARF		2	2	131	1.5%	No
ATP6V1B1		1	1	131	0.8%	No
CLEC3A		1	1	131	0.8%	No
TMEM165		1	1	131	0.8%	No
HPS6		1	1	131	0.8%	No
CDKL1		1	1	131	0.8%	No
AKAP9		3	2	131	1.5%	No
OIT3		3	3	131	2.3%	No
GALR2		1	1	131	0.8%	No
VASH2		1	1	131	0.8%	No
FAM13A		3	2	131	1.5%	No
SUGP2		1	1	131	0.8%	No
G3BP1		1	1	131	0.8%	No
ADGRG2		1	1	131	0.8%	No
TTC21B		5	5	131	3.8%	No
HEATR9		3	3	131	2.3%	No
DCAF5		2	2	131	1.5%	No
SLC7A8		1	1	131	0.8%	No
GDPD1		1	1	131	0.8%	No
SYNGAP1		2	2	131	1.5%	No
ITGB3BP		1	1	131	0.8%	No
ZNF436		1	1	131	0.8%	No
CEP44		2	2	131	1.5%	No
ASXL3		4	4	131	3.1%	No
GRIP1		6	3	131	2.3%	No
NIPAL1		2	2	131	1.5%	No
NFXL1		1	1	131	0.8%	No
ZMYM1		2	2	131	1.5%	No
LRIT2		1	1	131	0.8%	No
QSER1		2	2	131	1.5%	No
USP53		3	3	131	2.3%	No
PEAK1		1	1	131	0.8%	No
ATP6V0A1		1	1	131	0.8%	No
ECHDC1		1	1	131	0.8%	No
GEMIN6		2	1	131	0.8%	No
ROBO4		2	2	131	1.5%	No
LONRF3		1	1	131	0.8%	No
LIN7A		1	1	131	0.8%	No
SHLD2		3	3	131	2.3%	No
ATP7A		1	1	131	0.8%	No
KIF20A		1	1	131	0.8%	No
EXOC6		1	1	131	0.8%	No
SLC22A11		3	2	131	1.5%	No
FGF16		1	1	131	0.8%	No
RAD50		1	1	131	0.8%	Yes
PIP4K2C		2	2	131	1.5%	No
HIPK3		1	1	131	0.8%	No
NRP1		1	1	131	0.8%	No
IQGAP1		4	4	131	3.1%	No
FEM1B		3	3	131	2.3%	No
NDUFB11		2	2	131	1.5%	No
HARS2		1	1	131	0.8%	No
GPR156		3	3	131	2.3%	No
ATP1B4		1	1	131	0.8%	No
PROM1		1	1	131	0.8%	No
HCAR3		1	1	131	0.8%	No
XPNPEP2		2	2	131	1.5%	No
XPNPEP1		2	2	131	1.5%	No
HDAC3		2	2	131	1.5%	No
AP4E1		3	3	131	2.3%	No
GPR161		1	1	131	0.8%	No
NRARP		1	1	131	0.8%	No
LINC01565		1	1	131	0.8%	No
FRY		5	5	131	3.8%	No
ATP7B		2	2	131	1.5%	No
LRPPRC		3	3	131	2.3%	No
CBWD1		1	1	131	0.8%	No
ASH1L		3	3	131	2.3%	No
GSDMB		2	1	131	0.8%	No
CATSPERB		3	3	131	2.3%	No
ATR		5	4	131	3.1%	Yes
ATRX		6	5	131	3.8%	Yes
RC3H2		4	3	131	2.3%	No
ARHGAP28		1	1	131	0.8%	No
KIF1A		2	2	131	1.5%	No
SOCS2		1	1	131	0.8%	Yes
ACTR1A		2	2	131	1.5%	No
SDK2		3	3	131	2.3%	No
GGH		1	1	131	0.8%	No
ACTR1B		1	1	131	0.8%	No
GMPS		1	1	131	0.8%	Yes
XPA		1	1	131	0.8%	Yes
RASGRP1		2	2	131	1.5%	No
NAA40		1	1	131	0.8%	No
OTUD6A		1	1	131	0.8%	No
ZNF263		1	1	131	0.8%	No
XPC		1	1	131	0.8%	Yes
DICER1		1	1	131	0.8%	Yes
KAT2B		1	1	131	0.8%	No
SIRT5		1	1	131	0.8%	No
CDK5R1		1	1	131	0.8%	No
AGAP2-AS1		1	1	131	0.8%	No
AKAP4		4	3	131	2.3%	No
ATP13A2		1	1	131	0.8%	No
APOL3		3	2	131	1.5%	No
FBXO46		3	3	131	2.3%	No
SPOPL		1	1	131	0.8%	No
MAGEL2		3	3	131	2.3%	No
AVPR1A		2	2	131	1.5%	No
NECAB2		2	2	131	1.5%	No
GRAMD2A		2	2	131	1.5%	No
AVPR1B		1	1	131	0.8%	No
EML6		1	1	131	0.8%	No
DCST2		1	1	131	0.8%	No
WSB2		1	1	131	0.8%	No
XPO1		1	1	131	0.8%	Yes
ALKBH1		1	1	131	0.8%	No
H2AW		2	2	131	1.5%	No
KSR1		1	1	131	0.8%	No
SPATA6		1	1	131	0.8%	No
XRCC1		2	2	131	1.5%	No
SGTB		1	1	131	0.8%	No
TSC22D1		1	1	131	0.8%	No
KCNH3		2	2	131	1.5%	No
LDB1		4	2	131	1.5%	No
CRB1		4	4	131	3.1%	No
YWHAE		1	1	131	0.8%	Yes
RPS9		1	1	131	0.8%	No
YWHAZ		2	2	131	1.5%	No
PER3		1	1	131	0.8%	No
PCDH15		4	4	131	3.1%	No
DUSP16		1	1	131	0.8%	No
GPRC5C		1	1	131	0.8%	No
ZFPM2		1	1	131	0.8%	No
KCNH4		2	2	131	1.5%	No
SPINDOC		1	1	131	0.8%	No
ARPC2		1	1	131	0.8%	No
DLL4		1	1	131	0.8%	No
UNC45A		3	3	131	2.3%	No
FAM124B		1	1	131	0.8%	No
EPB41L4B		1	1	131	0.8%	No
B2M		1	1	131	0.8%	Yes
YES1		2	2	131	1.5%	Yes
FCGBP		7	6	131	4.6%	No
CFAP69		2	2	131	1.5%	No
PDZD3		1	1	131	0.8%	No
NR1I2		1	1	131	0.8%	No
CSPP1		3	3	131	2.3%	No
YY1		1	1	131	0.8%	Yes
TSFM		2	2	131	1.5%	No
SYNJ2		1	1	131	0.8%	No
REEP6		1	1	131	0.8%	No
ZBTB14		2	2	131	1.5%	No
ZFX		3	3	131	2.3%	No
VNN2		1	1	131	0.8%	No
ZFPL1		1	1	131	0.8%	No
ZIC1		2	2	131	1.5%	No
ARHGEF7		2	2	131	1.5%	No
ZNF573		1	1	131	0.8%	No
BAAT		1	1	131	0.8%	No
BACH1		3	3	131	2.3%	No
BAD		2	2	131	1.5%	No
RPAP2		1	1	131	0.8%	No
RABEP2		1	1	131	0.8%	No
ADGRB1		5	5	131	3.8%	No
ADGRB2		3	3	131	2.3%	No
UGT1A6		2	2	131	1.5%	No
UBA5		1	1	131	0.8%	No
SLC5A11		2	2	131	1.5%	No
COL24A1		3	3	131	2.3%	No
VWA2		2	2	131	1.5%	No
ADGRB3		4	3	131	2.3%	No
THSD4		1	1	131	0.8%	No
EGFL8		2	2	131	1.5%	No
SF1		1	1	131	0.8%	No
ZAP70		1	1	131	0.8%	No
ST3GAL5		1	1	131	0.8%	No
RPS13		1	1	131	0.8%	No
ZFP36		3	2	131	1.5%	No
SYNJ1		1	1	131	0.8%	No
ZFP37		1	1	131	0.8%	No
ZNF711		2	2	131	1.5%	No
FUBP1		2	2	131	1.5%	Yes
ZNF3		1	1	131	0.8%	No
ZNF8		5	5	131	3.8%	No
DDX18		1	1	131	0.8%	No
ZNF7		1	1	131	0.8%	No
ZNF10		1	1	131	0.8%	No
SLC5A6		1	1	131	0.8%	No
PLEKHG7		2	2	131	1.5%	No
LRRC69		1	1	131	0.8%	No
BARD1		1	1	131	0.8%	Yes
BBS1		3	3	131	2.3%	No
ANKRD20A2P		1	1	131	0.8%	No
BBS2		2	2	131	1.5%	No
EGLN1		1	1	131	0.8%	No
ZNF669		1	1	131	0.8%	No
JHY		1	1	131	0.8%	No
KDM7A		1	1	131	0.8%	No
TCTN2		1	1	131	0.8%	No
BORA		1	1	131	0.8%	No
ZIC3		2	2	131	1.5%	No
SGPL1		2	2	131	1.5%	No
CPSF7		1	1	131	0.8%	No
FAM83C		1	1	131	0.8%	No
TMEM273		1	1	131	0.8%	No
ZIC2		1	1	131	0.8%	No
ALG13		3	3	131	2.3%	No
FAM170B		1	1	131	0.8%	No
SPHK1		1	1	131	0.8%	No
SQSTM1		1	1	131	0.8%	No
RPS25		1	1	131	0.8%	No
ZNF14		3	2	131	1.5%	No
EIF2S2		1	1	131	0.8%	No
ZNF708		2	2	131	1.5%	No
ARPC5		1	1	131	0.8%	No
ZNF17		1	1	131	0.8%	No
MTMR3		1	1	131	0.8%	No
ZNF16		2	2	131	1.5%	No
MTMR2		1	1	131	0.8%	No
RRAD		3	3	131	2.3%	No
ZNF18		1	1	131	0.8%	No
ZNF781		2	2	131	1.5%	No
BCHE		1	1	131	0.8%	No
EIF2B4		2	2	131	1.5%	No
BCKDHA		1	1	131	0.8%	No
SSX7		1	1	131	0.8%	No
BCL2		1	1	131	0.8%	Yes
SARNP		1	1	131	0.8%	No
RPS21		1	1	131	0.8%	No
TSPAN5		1	1	131	0.8%	No
MCM3AP		1	1	131	0.8%	No
ZNF12		3	1	131	0.8%	No
THOC3		2	2	131	1.5%	No
ZNF24		1	1	131	0.8%	Yes
RRM1		2	2	131	1.5%	No
ZNF23		1	1	131	0.8%	No
ZNF28		1	1	131	0.8%	No
RS1		4	4	131	3.1%	No
NUDT16L1		2	2	131	1.5%	No
NAA38		1	1	131	0.8%	No
CMSS1		3	3	131	2.3%	No
CCDC77		1	1	131	0.8%	No
C2ORF74		1	1	131	0.8%	No
VPS25		1	1	131	0.8%	No
BRMS1L		1	1	131	0.8%	No
TMEM107		1	1	131	0.8%	No
RRBP1		1	1	131	0.8%	No
ZNF182		4	3	131	2.3%	No
ZNF20		2	2	131	1.5%	No
RREB1		1	1	131	0.8%	No
RTN1		2	2	131	1.5%	No
RTN2		3	3	131	2.3%	No
ZNF37A		2	2	131	1.5%	No
ZSCAN21		1	1	131	0.8%	No
HUWE1		13	10	131	7.6%	No
RXRB		1	1	131	0.8%	No
NUDCD3		1	1	131	0.8%	No
SIK3		3	3	131	2.3%	No
MED13L		2	2	131	1.5%	No
ZNF33A		1	1	131	0.8%	No
ZNF32		1	1	131	0.8%	No
ZNF780B		1	1	131	0.8%	No
SRGAP2		2	2	131	1.5%	No
MAU2		1	1	131	0.8%	No
SPECC1L		2	2	131	1.5%	No
NCSTN		1	1	131	0.8%	Yes
CLIP1		2	2	131	1.5%	Yes
ZSCAN20		2	2	131	1.5%	No
PTPRU		2	2	131	1.5%	No
ATP9A		2	2	131	1.5%	No
RYR3		5	5	131	3.8%	No
ZNF43		3	3	131	2.3%	No
RYR2		14	12	131	9.2%	No
MZF1		4	3	131	2.3%	No
ZNF45		1	1	131	0.8%	No
GPC6		2	2	131	1.5%	No
PDCD7		1	1	131	0.8%	No
PQBP1		2	2	131	1.5%	No
USH1C		2	1	131	0.8%	No
NCAPH		1	1	131	0.8%	No
RYR1		9	7	131	5.3%	No
ZNF41		2	2	131	1.5%	No
ZDHHC17		1	1	131	0.8%	No
ECPAS		1	1	131	0.8%	No
AKT1S1		2	2	131	1.5%	No
LMOD2		1	1	131	0.8%	No
ADNP		1	1	131	0.8%	No
PIP5K1C		1	1	131	0.8%	No
TSKS		2	2	131	1.5%	No
DYDC2		1	1	131	0.8%	No
ZNF827		2	2	131	1.5%	No
S100A7		1	1	131	0.8%	No
SMC4		3	3	131	2.3%	No
SLC17A4		1	1	131	0.8%	No
AP1M2		1	1	131	0.8%	No
ARHGEF12		5	3	131	2.3%	Yes
LARP1		1	1	131	0.8%	No
PPP1R13B		2	2	131	1.5%	No
PUM2		2	2	131	1.5%	No
SORT1		1	1	131	0.8%	No
S100A1		1	1	131	0.8%	No
FNBP4		1	1	131	0.8%	No
ZNF629		2	2	131	1.5%	No
OBSL1		5	4	131	3.1%	No
ADAP2		1	1	131	0.8%	No
ABCC5		1	1	131	0.8%	No
IL26		1	1	131	0.8%	No
NIFK		2	2	131	1.5%	No
ABCB6		4	3	131	2.3%	No
HR		1	1	131	0.8%	No
TRERF1		1	1	131	0.8%	No
SAA2		1	1	131	0.8%	No
SAA1		2	2	131	1.5%	No
ABCF2		2	2	131	1.5%	No
UFL1		2	2	131	1.5%	No
GARIN3		1	1	131	0.8%	No
ICE1		4	3	131	2.3%	No
S100A9		1	1	131	0.8%	No
ARHGEF18		1	1	131	0.8%	No
TNS2		4	3	131	2.3%	No
FOXJ2		1	1	131	0.8%	No
CRTC1		2	2	131	1.5%	Yes
SCAMP2		1	1	131	0.8%	No
BDP1		5	4	131	3.1%	No
UTP6		1	1	131	0.8%	No
SPATA7		2	2	131	1.5%	No
SCAMP3		2	2	131	1.5%	No
ADCY10		3	3	131	2.3%	No
KDM3A		3	3	131	2.3%	No
DOK5		1	1	131	0.8%	No
ACSM3		1	1	131	0.8%	No
SAG		2	2	131	1.5%	No
RNF130		1	1	131	0.8%	No
SALL1		2	2	131	1.5%	No
MCM9		1	1	131	0.8%	No
ESYT1		2	2	131	1.5%	No
SYNE1		17	15	131	11.5%	No
SMCHD1		3	3	131	2.3%	No
SAFB		2	2	131	1.5%	No
DOCK9		5	5	131	3.8%	No
VPS52		2	2	131	1.5%	No
PHF24		1	1	131	0.8%	No
ALLC		1	1	131	0.8%	No
MUC17		13	12	131	9.2%	No
DNAJC16		1	1	131	0.8%	No
PAG1		1	1	131	0.8%	Yes
VPS11		1	1	131	0.8%	No
DCAF6		1	1	131	0.8%	No
PARP2		1	1	131	0.8%	Yes
TOM1L1		1	1	131	0.8%	No
SUN1		1	1	131	0.8%	No
VPS8		3	3	131	2.3%	No
PRELID2		2	2	131	1.5%	No
SH3RF2		1	1	131	0.8%	No
ANGEL1		1	1	131	0.8%	No
FAM189A1		1	1	131	0.8%	No
PIKFYVE		4	4	131	3.1%	No
NACC2		1	1	131	0.8%	No
ASB8		1	1	131	0.8%	No
CAND1		1	1	131	0.8%	No
U2SURP		1	1	131	0.8%	No
MYL6B		1	1	131	0.8%	No
UBR4		9	9	131	6.9%	No
SH2D3C		2	2	131	1.5%	No
DHX29		2	2	131	1.5%	No
ZNF358		2	2	131	1.5%	No
TOM1		2	2	131	1.5%	No
CENPJ		3	3	131	2.3%	No
MYO3B		2	2	131	1.5%	No
SH2D3A		2	2	131	1.5%	No
UBAP2		2	2	131	1.5%	No
HOOK3		2	2	131	1.5%	Yes
RANBP9		1	1	131	0.8%	No
CENPN		1	1	131	0.8%	No
ADAMTSL4		3	3	131	2.3%	No
SLC9B2		2	2	131	1.5%	No
GJA5		1	1	131	0.8%	No
NLRP4		4	2	131	1.5%	No
C16ORF78		1	1	131	0.8%	No
GJB5		2	2	131	1.5%	No
GJB2		1	1	131	0.8%	No
GJB1		3	3	131	2.3%	No
ZNF582		1	1	131	0.8%	No
ZNF583		1	1	131	0.8%	No
GJA8		1	1	131	0.8%	No
GK2		1	1	131	0.8%	No
GK		3	3	131	2.3%	No
LIN9		6	6	131	4.6%	No
TRIM59		2	2	131	1.5%	No
C1ORF53		1	1	131	0.8%	No
SIGIRR		1	1	131	0.8%	No
CAPN12		2	2	131	1.5%	No
GLB1		1	1	131	0.8%	No
HAPLN1		1	1	131	0.8%	No
GLI1		2	2	131	1.5%	Yes
GLG1		2	2	131	1.5%	No
GLDC		1	1	131	0.8%	No
GCLM		1	1	131	0.8%	No
CRYAA		1	1	131	0.8%	No
GLI4		2	1	131	0.8%	No
CRX		1	1	131	0.8%	No
GLI3		1	1	131	0.8%	No
GLI2		2	2	131	1.5%	No
OR9A2		1	1	131	0.8%	No
CRYBA4		2	2	131	1.5%	No
GLRB		1	1	131	0.8%	No
GLRA2		1	1	131	0.8%	No
GPBP1L1		1	1	131	0.8%	No
CAPN8		1	1	131	0.8%	No
LY6G6F		2	2	131	1.5%	No
CRYBB3		1	1	131	0.8%	No
IRGM		1	1	131	0.8%	No
TMED5		2	2	131	1.5%	No
WFDC8		1	1	131	0.8%	No
NALCN		3	3	131	2.3%	No
PLEKHA1		1	1	131	0.8%	No
SIX5		1	1	131	0.8%	No
TMEM81		1	1	131	0.8%	No
ERFE		1	1	131	0.8%	No
CRYM		1	1	131	0.8%	No
OR2A14		1	1	131	0.8%	No
GNAI2		1	1	131	0.8%	No
SCPEP1		2	2	131	1.5%	No
SP7		2	1	131	0.8%	No
SENP2		1	1	131	0.8%	No
OR6B1		1	1	131	0.8%	No
PDCD2L		2	2	131	1.5%	No
SYNE4		1	1	131	0.8%	No
CSF1R		3	3	131	2.3%	Yes
KLHL12		1	1	131	0.8%	No
PYM1		1	1	131	0.8%	No
CSE1L		2	2	131	1.5%	No
ZNF397		2	1	131	0.8%	No
DDI2		1	1	131	0.8%	No
ZNF350		3	2	131	1.5%	No
CSF2RB		3	3	131	2.3%	No
GNA15		2	2	131	1.5%	No
GNB1		1	1	131	0.8%	Yes
TMEM35A		1	1	131	0.8%	No
GNAZ		1	1	131	0.8%	No
LGR6		1	1	131	0.8%	No
MAST4		4	4	131	3.1%	No
GNAT1		1	1	131	0.8%	No
CSHL1		1	1	131	0.8%	No
RNASE11		2	1	131	0.8%	No
CSH2		1	1	131	0.8%	No
GNAL		1	1	131	0.8%	No
CSH1		1	1	131	0.8%	No
GNAI3		3	3	131	2.3%	No
AGAP4		1	1	131	0.8%	No
CSF3R		1	1	131	0.8%	Yes
BOC		1	1	131	0.8%	No
CCDC97		1	1	131	0.8%	No
VCAN		7	6	131	4.6%	No
HEXIM2		5	1	131	0.8%	No
B3GAT1		1	1	131	0.8%	No
CSNK2A1		1	1	131	0.8%	No
MTBP		1	1	131	0.8%	No
CSNK1G3		1	1	131	0.8%	No
FOXP1		1	1	131	0.8%	Yes
FAM163A		1	1	131	0.8%	No
CSNK1D		1	1	131	0.8%	No
GNB3		1	1	131	0.8%	No
ACER2		1	1	131	0.8%	No
TDRD12		1	1	131	0.8%	No
ZNF616		1	1	131	0.8%	No
ATPAF2		1	1	131	0.8%	No
OTUD7A		2	2	131	1.5%	No
ATP11C		1	1	131	0.8%	No
TP53I13		1	1	131	0.8%	No
CST4		3	3	131	2.3%	No
CST3		1	1	131	0.8%	No
CST2		3	3	131	2.3%	No
CST1		1	1	131	0.8%	No
GNS		3	3	131	2.3%	No
TAF5L		3	3	131	2.3%	No
CSPG4		5	5	131	3.8%	No
NCAN		7	6	131	4.6%	No
FER1L5		1	1	131	0.8%	No
TFAP2E		1	1	131	0.8%	No
CEP85L		1	1	131	0.8%	No
CSTF3		1	1	131	0.8%	No
CSTF2		2	2	131	1.5%	No
CSTA		1	1	131	0.8%	No
STAU2		2	2	131	1.5%	No
ZNF160		3	2	131	1.5%	No
ZBTB47		4	3	131	2.3%	No
IGHV4-59		2	2	131	1.5%	No
NLRP12		4	3	131	2.3%	No
NPAS3		1	1	131	0.8%	No
EXOC3L2		1	1	131	0.8%	No
MMP27		2	2	131	1.5%	No
ZNF468		3	3	131	2.3%	No
ZNF845		3	3	131	2.3%	No
CTNNA1		1	1	131	0.8%	Yes
CTH		1	1	131	0.8%	No
BRINP3		4	4	131	3.1%	No
CTBP2		1	1	131	0.8%	No
CTBP1		1	1	131	0.8%	No
SOGA3		2	2	131	1.5%	No
RPUSD2		1	1	131	0.8%	No
SPATA31D1		7	7	131	5.3%	No
GOLGA6C		1	1	131	0.8%	No
THAP3		1	1	131	0.8%	No
VPS41		1	1	131	0.8%	No
TSPYL2		1	1	131	0.8%	No
C12ORF50		2	2	131	1.5%	No
TMTC3		1	1	131	0.8%	No
PRSS22		1	1	131	0.8%	No
SLC28A3		1	1	131	0.8%	No
LONRF1		1	1	131	0.8%	No
KRT39		1	1	131	0.8%	No
SND1		3	3	131	2.3%	Yes
UTP25		1	1	131	0.8%	No
CTNNB1		2	1	131	0.8%	Yes
CFAP77		1	1	131	0.8%	No
POTEC		2	2	131	1.5%	No
CTNS		1	1	131	0.8%	No
CTNNA2		2	2	131	1.5%	No
CDH23		4	4	131	3.1%	No
LAT		1	1	131	0.8%	No
MCCC2		1	1	131	0.8%	No
GPC2		2	2	131	1.5%	No
CTU1		1	1	131	0.8%	No
SYT12		2	2	131	1.5%	No
TMEM52		1	1	131	0.8%	No
BCL3		2	2	131	1.5%	Yes
BCL6		3	3	131	2.3%	Yes
PBLD		1	1	131	0.8%	No
BCL9		4	4	131	3.1%	Yes
CLSTN2		2	2	131	1.5%	No
CABCOCO1		1	1	131	0.8%	No
OR14I1		1	1	131	0.8%	No
TICRR		6	5	131	3.8%	No
CALHM6		1	1	131	0.8%	No
C1ORF174		1	1	131	0.8%	No
ENDOU		1	1	131	0.8%	No
NPTN		2	2	131	1.5%	No
SLC25A52		2	2	131	1.5%	No
HCN2		4	4	131	3.1%	No
OPN1SW		1	1	131	0.8%	No
BCR		3	3	131	2.3%	Yes
GAL3ST2		1	1	131	0.8%	No
SAMSN1		1	1	131	0.8%	No
SMOC2		1	1	131	0.8%	No
DSG4		3	3	131	2.3%	No
CPNE1		2	2	131	1.5%	No
SDK1		3	3	131	2.3%	No
SAMD1		1	1	131	0.8%	No
FOXK1		2	2	131	1.5%	No
DCAF15		1	1	131	0.8%	No
MMD2		1	1	131	0.8%	No
SLC27A1		1	1	131	0.8%	No
PKD2L2		1	1	131	0.8%	No
ATP2C1		1	1	131	0.8%	No
SIGLEC7		1	1	131	0.8%	No
OOEP		1	1	131	0.8%	No
TRMT2A		2	2	131	1.5%	No
BDH1		1	1	131	0.8%	No
BDKRB1		1	1	131	0.8%	No
CACNA1H		7	7	131	5.3%	No
CACNA1G		3	3	131	2.3%	No
CACNA1I		4	4	131	3.1%	No
UBE2QL1		1	1	131	0.8%	No
HERC3		1	1	131	0.8%	No
TIMELESS		1	1	131	0.8%	No
BCL10		1	1	131	0.8%	Yes
SPRY3		3	3	131	2.3%	No
SRRM1		1	1	131	0.8%	No
IRF1-AS1		1	1	131	0.8%	No
CCZ1B		1	1	131	0.8%	No
CHST5		2	2	131	1.5%	No
OTOA		2	2	131	1.5%	No
DEFB116		1	1	131	0.8%	No
SEPTIN3		4	4	131	3.1%	No
