Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
RTN1		6	6	115	5.2%	No
ZNF33B		1	1	115	0.9%	No
MUC12		2	2	115	1.7%	No
RTN2		4	4	115	3.5%	No
RXRA		3	3	115	2.6%	Yes
ZNF37A		2	2	115	1.7%	No
DPP3		1	1	115	0.9%	No
HUWE1		16	11	115	9.6%	No
RXRB		1	1	115	0.9%	No
SIK3		3	3	115	2.6%	No
MED13L		4	2	115	1.7%	No
C12ORF71		1	1	115	0.9%	No
ZNF33A		3	3	115	2.6%	No
ZNF32		1	1	115	0.9%	No
ZNF780B		2	2	115	1.7%	No
SRGAP2		3	3	115	2.6%	No
SMG5		2	2	115	1.7%	No
TECRL		1	1	115	0.9%	No
AHCYL2		2	1	115	0.9%	No
HEPACAM2		1	1	115	0.9%	No
MAU2		1	1	115	0.9%	No
SPECC1L		2	2	115	1.7%	No
NCSTN		4	4	115	3.5%	Yes
CLIP1		1	1	115	0.9%	Yes
COG8		2	1	115	0.9%	No
RSC1A1		1	1	115	0.9%	No
ZSCAN20		1	1	115	0.9%	No
PTPRU		2	2	115	1.7%	No
ATP9A		7	3	115	2.6%	No
TSSC4		1	1	115	0.9%	No
HPS3		1	1	115	0.9%	No
AVPI1		1	1	115	0.9%	No
GFM2		2	2	115	1.7%	No
RYR3		10	6	115	5.2%	No
RYR2		21	13	115	11.3%	No
MZF1		4	3	115	2.6%	No
ZNF45		2	2	115	1.7%	No
GPC6		2	2	115	1.7%	No
PQBP1		1	1	115	0.9%	No
ANKRD23		1	1	115	0.9%	No
USH1C		3	1	115	0.9%	No
EDIL3		1	1	115	0.9%	No
FMC1-LUC7L2		1	1	115	0.9%	No
NCAPH		3	2	115	1.7%	No
PPWD1		1	1	115	0.9%	No
EID2		1	1	115	0.9%	No
CTDNEP1		1	1	115	0.9%	No
RYR1		13	7	115	6.1%	No
ZNF41		3	2	115	1.7%	No
ZDHHC17		2	2	115	1.7%	No
ECPAS		1	1	115	0.9%	No
LMOD2		1	1	115	0.9%	No
ADNP		5	4	115	3.5%	No
LARS2		1	1	115	0.9%	No
PIP5K1C		3	2	115	1.7%	No
RYK		1	1	115	0.9%	No
CERT1		1	1	115	0.9%	No
ZNF414		1	1	115	0.9%	No
PCGF5		3	3	115	2.6%	No
KCNK7		1	1	115	0.9%	No
ZNF827		1	1	115	0.9%	No
CARNMT1		2	1	115	0.9%	No
SMC4		4	4	115	3.5%	No
AP1M2		1	1	115	0.9%	No
ARHGEF12		4	2	115	1.7%	Yes
KIAA0895		1	1	115	0.9%	No
LARP1		2	2	115	1.7%	No
PPP1R13B		3	3	115	2.6%	No
PUM2		2	1	115	0.9%	No
SORT1		1	1	115	0.9%	No
FNBP4		1	1	115	0.9%	No
ZNF629		4	4	115	3.5%	No
RNF113B		3	1	115	0.9%	No
OBSL1		2	1	115	0.9%	No
ADAP2		4	4	115	3.5%	No
ARFGAP2		1	1	115	0.9%	No
UBA2		1	1	115	0.9%	No
DCP1A		1	1	115	0.9%	No
ABCC5		2	2	115	1.7%	No
IL26		2	2	115	1.7%	No
NIFK		2	2	115	1.7%	No
ABCB6		1	1	115	0.9%	No
HR		1	1	115	0.9%	No
LRP2BP		1	1	115	0.9%	No
ABCC9		4	3	115	2.6%	No
TRERF1		3	3	115	2.6%	No
ST6GALNAC1		2	2	115	1.7%	No
SAA2		1	1	115	0.9%	No
SAA1		2	2	115	1.7%	No
ABCF2		4	4	115	3.5%	No
UFL1		1	1	115	0.9%	No
GARIN3		3	2	115	1.7%	No
RRP8		2	1	115	0.9%	No
APLF		2	2	115	1.7%	No
ICE1		9	7	115	6.1%	No
S100A9		1	1	115	0.9%	No
ARHGEF18		3	3	115	2.6%	No
CMTM3		1	1	115	0.9%	No
TNS2		2	2	115	1.7%	No
FOXJ2		3	3	115	2.6%	No
CRTC1		2	2	115	1.7%	Yes
BDP1		11	7	115	6.1%	No
UTP6		1	1	115	0.9%	No
SPATA7		1	1	115	0.9%	No
SCAMP3		1	1	115	0.9%	No
ADCY10		6	4	115	3.5%	No
KDM3A		3	3	115	2.6%	No
DOK5		1	1	115	0.9%	No
TSNAXIP1		2	1	115	0.9%	No
ACSM3		1	1	115	0.9%	No
SAG		1	1	115	0.9%	No
SALL2		2	2	115	1.7%	No
RNF130		3	3	115	2.6%	No
SALL1		3	2	115	1.7%	No
MCM9		2	2	115	1.7%	No
ESYT1		2	2	115	1.7%	No
SYNE1		27	17	115	14.8%	No
SMIM14		1	1	115	0.9%	No
SMCHD1		9	4	115	3.5%	No
SAFB		1	1	115	0.9%	No
DOCK9		5	4	115	3.5%	No
VPS52		5	5	115	4.3%	No
PHF24		3	2	115	1.7%	No
MUC17		19	15	115	13.0%	No
DNAJC16		1	1	115	0.9%	No
PECR		1	1	115	0.9%	No
PAG1		1	1	115	0.9%	Yes
VPS11		1	1	115	0.9%	No
ASB5		1	1	115	0.9%	No
CHAF1A		2	2	115	1.7%	No
PARP3		1	1	115	0.9%	Yes
DCAF6		2	2	115	1.7%	No
TOM1L1		2	2	115	1.7%	No
HMGXB4		1	1	115	0.9%	No
SUN1		5	4	115	3.5%	No
HAUS5		5	3	115	2.6%	No
VPS8		5	3	115	2.6%	No
PRELID2		1	1	115	0.9%	No
SH3RF2		3	3	115	2.6%	No
USP24		3	2	115	1.7%	No
FAM189A1		3	2	115	1.7%	No
PIKFYVE		1	1	115	0.9%	No
NACC2		2	2	115	1.7%	No
ASB7		2	1	115	0.9%	No
ASB8		2	2	115	1.7%	No
ASB9		1	1	115	0.9%	No
CAND1		3	3	115	2.6%	No
U2SURP		3	2	115	1.7%	No
KHNYN		1	1	115	0.9%	No
MYL6B		1	1	115	0.9%	No
UBR4		11	9	115	7.8%	No
SH2D3C		2	2	115	1.7%	No
DHX29		4	2	115	1.7%	No
ZNF358		4	3	115	2.6%	No
TOM1		2	2	115	1.7%	No
CENPJ		3	3	115	2.6%	No
MAMLD1		4	3	115	2.6%	No
ZDHHC13		1	1	115	0.9%	No
MYO3B		6	4	115	3.5%	No
ZSWIM2		1	1	115	0.9%	No
SH2D3A		5	3	115	2.6%	No
RBM47		1	1	115	0.9%	No
UBAP2		6	5	115	4.3%	No
HOOK3		2	2	115	1.7%	Yes
CST8		3	2	115	1.7%	No
CENPN		1	1	115	0.9%	No
NRN1L		2	1	115	0.9%	No
ADAMTSL4		5	4	115	3.5%	No
DNAJB6		2	2	115	1.7%	No
HS6ST2		1	1	115	0.9%	No
ADAT2		1	1	115	0.9%	No
SLC9B2		3	3	115	2.6%	No
GJA3		1	1	115	0.9%	No
NLRP4		9	4	115	3.5%	No
GJB5		2	2	115	1.7%	No
GJB1		2	2	115	1.7%	No
ZNF582		1	1	115	0.9%	No
ZNF583		5	5	115	4.3%	No
GJA8		2	2	115	1.7%	No
ACTBL2		1	1	115	0.9%	No
PPP2R3B		2	1	115	0.9%	No
GK2		3	3	115	2.6%	No
GK		2	2	115	1.7%	No
GPC3		1	1	115	0.9%	Yes
MCIDAS		1	1	115	0.9%	No
EMILIN3		2	1	115	0.9%	No
LIN9		4	4	115	3.5%	No
TRIM59		4	4	115	3.5%	No
ADSS1		1	1	115	0.9%	No
FAM98C		2	2	115	1.7%	No
SIGIRR		1	1	115	0.9%	No
CAPN12		3	2	115	1.7%	No
GLB1		4	4	115	3.5%	No
GCLC		1	1	115	0.9%	No
TAMM41		2	1	115	0.9%	No
FBLL1		1	1	115	0.9%	No
LINC01098		1	1	115	0.9%	No
GLI1		3	3	115	2.6%	Yes
GLG1		4	3	115	2.6%	No
GLE1		1	1	115	0.9%	No
GLDC		2	2	115	1.7%	No
PLD4		1	1	115	0.9%	No
CRYAA		1	1	115	0.9%	No
GLO1		1	1	115	0.9%	No
CRY1		1	1	115	0.9%	No
GLI4		2	1	115	0.9%	No
CRX		2	2	115	1.7%	No
GLI3		1	1	115	0.9%	No
GLI2		5	4	115	3.5%	No
PRR22		1	1	115	0.9%	No
GLUD1		1	1	115	0.9%	No
CRYBB1		1	1	115	0.9%	No
CRYBA4		2	2	115	1.7%	No
GLS		2	2	115	1.7%	No
GLRB		1	1	115	0.9%	No
MYG1		2	2	115	1.7%	No
GLRA2		3	3	115	2.6%	No
GPBP1L1		1	1	115	0.9%	No
CRYAB		1	1	115	0.9%	No
GLRA1		1	1	115	0.9%	No
AFAP1		1	1	115	0.9%	No
HSPA12A		3	3	115	2.6%	No
CAPN8		1	1	115	0.9%	No
GLP1R		1	1	115	0.9%	No
GLUD2		1	1	115	0.9%	No
DACT3		2	1	115	0.9%	No
WFDC8		1	1	115	0.9%	No
GM2A		1	1	115	0.9%	No
TMIE		1	1	115	0.9%	No
NALCN		6	4	115	3.5%	No
NOBOX		3	2	115	1.7%	No
SGMS1		1	1	115	0.9%	No
PLEKHA1		3	3	115	2.6%	No
SIX5		1	1	115	0.9%	No
CRYGC		2	2	115	1.7%	No
TMEM81		1	1	115	0.9%	No
CRYZ		1	1	115	0.9%	No
CRYM		3	3	115	2.6%	No
CRYGS		1	1	115	0.9%	No
METTL21A		1	1	115	0.9%	No
GNAI1		1	1	115	0.9%	No
TRPV4		1	1	115	0.9%	No
ALOXE3		2	2	115	1.7%	No
SP7		2	1	115	0.9%	No
SENP2		3	3	115	2.6%	No
OR6B1		2	2	115	1.7%	No
HRH4		2	2	115	1.7%	No
LGI4		1	1	115	0.9%	No
CSF2		1	1	115	0.9%	No
PDCD2L		1	1	115	0.9%	No
CSF1R		6	4	115	3.5%	Yes
GNA11		3	3	115	2.6%	Yes
KLHL12		1	1	115	0.9%	No
RNASE8		1	1	115	0.9%	No
GMPR		2	2	115	1.7%	No
ZNF420		2	2	115	1.7%	No
CSE1L		4	3	115	2.6%	No
GML		1	1	115	0.9%	No
ZNF397		2	1	115	0.9%	No
GMFB		1	1	115	0.9%	No
PGAP4		1	1	115	0.9%	No
MAPK14		3	2	115	1.7%	No
CS		1	1	115	0.9%	No
ZNF350		1	1	115	0.9%	No
NUDT22		1	1	115	0.9%	No
CHCHD6		2	1	115	0.9%	No
ZNF565		5	4	115	3.5%	No
CSF2RB		3	3	115	2.6%	No
GNA15		3	3	115	2.6%	No
FAM182B		1	1	115	0.9%	No
C5ORF34		1	1	115	0.9%	No
GNB1		1	1	115	0.9%	Yes
TMEM35A		2	1	115	0.9%	No
LGR6		2	2	115	1.7%	No
GNAT2		1	1	115	0.9%	No
RXFP1		1	1	115	0.9%	No
MAST4		7	5	115	4.3%	No
GNAT1		1	1	115	0.9%	No
GNAS		1	1	115	0.9%	Yes
CSK		2	2	115	1.7%	No
GNAQ		1	1	115	0.9%	Yes
CSHL1		1	1	115	0.9%	No
RNASE11		2	1	115	0.9%	No
GNAL		7	5	115	4.3%	No
GNAI3		5	4	115	3.5%	No
AGAP4		2	2	115	1.7%	No
CSF3R		4	4	115	3.5%	Yes
ZNF766		1	1	115	0.9%	No
BOC		4	3	115	2.6%	No
CCDC97		1	1	115	0.9%	No
VCAN		17	8	115	7.0%	No
HEXIM2		2	2	115	1.7%	No
B3GAT1		1	1	115	0.9%	No
CSNK2A1		2	2	115	1.7%	No
CSNK1G3		2	2	115	1.7%	No
FOXP1		2	2	115	1.7%	Yes
AQP4-AS1		1	1	115	0.9%	No
CSNK1G2		1	1	115	0.9%	No
GNB3		1	1	115	0.9%	No
UQCRQ		1	1	115	0.9%	No
GNB2		1	1	115	0.9%	No
TDRD12		3	3	115	2.6%	No
ZNF616		2	2	115	1.7%	No
HUS1B		1	1	115	0.9%	No
OTUD7A		2	2	115	1.7%	No
ATP11C		1	1	115	0.9%	No
TP53I13		2	2	115	1.7%	No
CST5		1	1	115	0.9%	No
CST4		2	2	115	1.7%	No
CST2		4	4	115	3.5%	No
CLUL1		2	2	115	1.7%	No
TMEM91		1	1	115	0.9%	No
SLC25A10		1	1	115	0.9%	No
GNS		1	1	115	0.9%	No
TAF5L		4	2	115	1.7%	No
CSRP1		1	1	115	0.9%	No
CSPG4		8	4	115	3.5%	No
NCAN		2	2	115	1.7%	No
GNL1		2	1	115	0.9%	No
ST6GALNAC4		1	1	115	0.9%	No
FER1L5		2	2	115	1.7%	No
GOLGA6D		1	1	115	0.9%	No
ANKRD1		1	1	115	0.9%	No
IGHV4-39		2	2	115	1.7%	No
CSTF2		2	2	115	1.7%	No
CSTF1		3	2	115	1.7%	No
CSTA		1	1	115	0.9%	No
STAU2		3	3	115	2.6%	No
PPA2		1	1	115	0.9%	No
ZNF160		5	4	115	3.5%	No
ZBTB47		3	2	115	1.7%	No
IGHV4-59		2	2	115	1.7%	No
TMEM232		1	1	115	0.9%	No
NLRP12		4	3	115	2.6%	No
OXCT2		2	1	115	0.9%	No
NPAS3		2	2	115	1.7%	No
EXOC3L2		2	2	115	1.7%	No
MMP27		2	2	115	1.7%	No
SPRED1		3	2	115	1.7%	Yes
ZNF468		5	3	115	2.6%	No
ZNF845		4	3	115	2.6%	No
H2BW2		2	2	115	1.7%	No
CTNNA1		2	2	115	1.7%	Yes
CTH		1	1	115	0.9%	No
CCN2		1	1	115	0.9%	No
BRINP3		8	7	115	6.1%	No
LYPD3		2	2	115	1.7%	No
PABPN1L		1	1	115	0.9%	No
B9D1		1	1	115	0.9%	No
LAMP3		1	1	115	0.9%	No
TSPAN13		1	1	115	0.9%	No
CTBP2		4	3	115	2.6%	No
CTBP1		3	3	115	2.6%	No
SOGA3		5	4	115	3.5%	No
KRBA2		2	2	115	1.7%	No
RPUSD2		1	1	115	0.9%	No
B3GALNT2		2	2	115	1.7%	No
SPATA31D1		8	8	115	7.0%	No
GOLGA6C		1	1	115	0.9%	No
THAP3		2	2	115	1.7%	No
VPS41		2	2	115	1.7%	No
C12ORF50		1	1	115	0.9%	No
TMTC3		2	2	115	1.7%	No
PRSS22		1	1	115	0.9%	No
DAPP1		1	1	115	0.9%	No
RBM26		2	2	115	1.7%	No
SLC28A3		1	1	115	0.9%	No
LHPP		1	1	115	0.9%	No
LONRF1		2	2	115	1.7%	No
BRAT1		5	1	115	0.9%	No
KRT39		1	1	115	0.9%	No
PELP1		1	1	115	0.9%	No
SND1		1	1	115	0.9%	Yes
UTP25		3	1	115	0.9%	No
TMEM151B		1	1	115	0.9%	No
CTNNB1		4	3	115	2.6%	Yes
CFAP77		1	1	115	0.9%	No
POTEC		5	4	115	3.5%	No
CTNS		1	1	115	0.9%	No
CDH23		6	6	115	5.2%	No
LAT		2	2	115	1.7%	No
MCCC2		1	1	115	0.9%	No
SNX16		1	1	115	0.9%	No
SYT12		1	1	115	0.9%	No
KLHL17		3	3	115	2.6%	No
TMEM52		1	1	115	0.9%	No
NPSR1		1	1	115	0.9%	No
BCL3		4	3	115	2.6%	Yes
BCL6		4	3	115	2.6%	Yes
PBLD		2	2	115	1.7%	No
BCL9		4	3	115	2.6%	Yes
CLSTN2		3	3	115	2.6%	No
PARVG		2	1	115	0.9%	No
EPB41L4A		1	1	115	0.9%	No
TMEM26		1	1	115	0.9%	No
CABCOCO1		1	1	115	0.9%	No
TICRR		2	2	115	1.7%	No
CALHM6		1	1	115	0.9%	No
C1ORF174		1	1	115	0.9%	No
ENDOU		2	2	115	1.7%	No
FOXD3		2	1	115	0.9%	No
AP1M1		3	2	115	1.7%	No
NPTN		2	2	115	1.7%	No
SLC25A52		2	2	115	1.7%	No
HCN2		2	2	115	1.7%	No
OPN1SW		1	1	115	0.9%	No
FOXB1		1	1	115	0.9%	No
BCR		4	1	115	0.9%	Yes
GAL3ST2		1	1	115	0.9%	No
CCNA1		1	1	115	0.9%	No
SMOC2		1	1	115	0.9%	No
AP1G2		1	1	115	0.9%	No
SMOC1		1	1	115	0.9%	No
DSG4		1	1	115	0.9%	No
GFRA4		1	1	115	0.9%	No
SDK1		10	6	115	5.2%	No
SAMD1		1	1	115	0.9%	No
FOXK1		3	3	115	2.6%	No
DCAF15		1	1	115	0.9%	No
MMD2		1	1	115	0.9%	No
SLC27A1		3	3	115	2.6%	No
PKD2L2		1	1	115	0.9%	No
ATP2C1		2	1	115	0.9%	No
ZBTB32		2	2	115	1.7%	No
MLH3		4	4	115	3.5%	No
NPHP3		1	1	115	0.9%	No
SIGLEC7		4	3	115	2.6%	No
TRMT2A		3	3	115	2.6%	No
BDKRB1		1	1	115	0.9%	No
NOX1		4	4	115	3.5%	No
CACNA1H		6	4	115	3.5%	No
CACNA1G		5	5	115	4.3%	No
CACNA1I		5	4	115	3.5%	No
UBE2QL1		1	1	115	0.9%	No
TIMELESS		2	2	115	1.7%	No
BCL10		1	1	115	0.9%	Yes
MBD4		3	3	115	2.6%	No
SPRY3		2	2	115	1.7%	No
SRRM1		1	1	115	0.9%	No
IRF1-AS1		2	2	115	1.7%	No
CCZ1B		2	2	115	1.7%	No
CHST5		3	3	115	2.6%	No
OTOA		2	2	115	1.7%	No
DEFB116		1	1	115	0.9%	No
ZNF346		1	1	115	0.9%	No
DEFB119		1	1	115	0.9%	No
BFSP1		1	1	115	0.9%	No
SEPTIN3		4	4	115	3.5%	No
TNIP3		3	3	115	2.6%	No
DOK3		1	1	115	0.9%	No
BGN		2	2	115	1.7%	No
GTPBP4		2	1	115	0.9%	No
SYNPO2L		1	1	115	0.9%	No
CEACAM1		2	1	115	0.9%	No
KIAA0319L		1	1	115	0.9%	No
BHMT		2	2	115	1.7%	No
BICD1		4	4	115	3.5%	No
HERC2		9	6	115	5.2%	No
SPRY1		1	1	115	0.9%	No
NDUFA12		1	1	115	0.9%	No
AJAP1		1	1	115	0.9%	No
CNTNAP3		4	2	115	1.7%	No
STAM2		1	1	115	0.9%	No
LINC00696		1	1	115	0.9%	No
PRDM1		2	1	115	0.9%	Yes
BSN		9	6	115	5.2%	No
ABCC4		3	3	115	2.6%	No
SLC35E1		2	2	115	1.7%	No
FOXH1		2	1	115	0.9%	No
CNKSR1		1	1	115	0.9%	No
HERC1		13	9	115	7.8%	No
SNURF		1	1	115	0.9%	No
RASEF		5	3	115	2.6%	No
DAGLB		2	2	115	1.7%	No
DENND4A		6	4	115	3.5%	No
ZCCHC24		1	1	115	0.9%	No
FAM133A		4	4	115	3.5%	No
TOP3B		3	2	115	1.7%	No
ZNF354B		3	2	115	1.7%	No
BAIAP2L1		1	1	115	0.9%	No
LVRN		5	3	115	2.6%	No
FAM228B		1	1	115	0.9%	No
GNG12		1	1	115	0.9%	No
BLK		2	2	115	1.7%	No
BLM		4	4	115	3.5%	Yes
BLMH		4	3	115	2.6%	No
CXCR5		3	2	115	1.7%	No
SLC50A1		1	1	115	0.9%	No
BLVRA		1	1	115	0.9%	No
MRM1		1	1	115	0.9%	No
BLVRB		1	1	115	0.9%	No
BNC1		2	1	115	0.9%	No
CDK2AP2		1	1	115	0.9%	No
NANOG		1	1	115	0.9%	No
ZFC3H1		7	4	115	3.5%	No
BMP1		2	2	115	1.7%	No
IRX5		2	2	115	1.7%	No
SPEF2		5	5	115	4.3%	No
BAIAP3		7	6	115	5.2%	No
RAMP3		2	1	115	0.9%	No
RAMP1		1	1	115	0.9%	No
FAM126B		1	1	115	0.9%	No
WASF1		1	1	115	0.9%	No
ZMPSTE24		3	1	115	0.9%	No
MAP6D1		1	1	115	0.9%	No
DEFB110		1	1	115	0.9%	No
UNC80		8	7	115	6.1%	No
DNPEP		1	1	115	0.9%	No
DEFB112		1	1	115	0.9%	No
ZNF69		1	1	115	0.9%	No
FRA10AC1		2	2	115	1.7%	No
RBFOX2		1	1	115	0.9%	No
TMEM198		1	1	115	0.9%	No
THSD7A		5	5	115	4.3%	No
SEZ6L		5	5	115	4.3%	No
ZFAND2B		2	2	115	1.7%	No
ATP6V0A2		1	1	115	0.9%	No
SLC36A1		1	1	115	0.9%	No
LILRA4		1	1	115	0.9%	No
AP3S2		1	1	115	0.9%	No
LINC02909		1	1	115	0.9%	No
BMP3		1	1	115	0.9%	No
BMP4		3	2	115	1.7%	No
BMP5		1	1	115	0.9%	No
PDZD7		5	3	115	2.6%	No
BMP8B		1	1	115	0.9%	No
NOL10		2	2	115	1.7%	No
BMPR1A		3	3	115	2.6%	Yes
BTRC		3	3	115	2.6%	No
RCAN2		2	2	115	1.7%	No
UGT1A1		2	2	115	1.7%	No
ERMP1		1	1	115	0.9%	No
BMPR2		4	4	115	3.5%	No
AP3D1		2	2	115	1.7%	No
LRRC23		1	1	115	0.9%	No
CEP76		3	3	115	2.6%	No
RUFY4		1	1	115	0.9%	No
MSLN		1	1	115	0.9%	No
DENND1C		1	1	115	0.9%	No
UBE2Q2		2	2	115	1.7%	No
ZNF66		1	1	115	0.9%	No
RASGRP2		1	1	115	0.9%	No
HNRNPR		2	2	115	1.7%	No
WBP1		1	1	115	0.9%	No
MAPK12		1	1	115	0.9%	No
DEFB114		1	1	115	0.9%	No
DEFB115		1	1	115	0.9%	No
TSPAN31		1	1	115	0.9%	No
MRPS31		1	1	115	0.9%	No
RASD2		2	2	115	1.7%	No
CDK20		1	1	115	0.9%	No
LINGO3		1	1	115	0.9%	No
HYAL4		1	1	115	0.9%	No
ENKUR		2	1	115	0.9%	No
TSPAN12		1	1	115	0.9%	No
TSPAN15		1	1	115	0.9%	No
PIGN		1	1	115	0.9%	No
BMX		2	2	115	1.7%	No
POLR3D		1	1	115	0.9%	No
GLYAT		1	1	115	0.9%	No
PCDHB17P		3	2	115	1.7%	No
FAM47C		6	6	115	5.2%	No
BNIP2		1	1	115	0.9%	No
BNIP3		1	1	115	0.9%	No
BCL11A		1	1	115	0.9%	Yes
RSBN1		2	2	115	1.7%	No
BOK		1	1	115	0.9%	No
TMEM106B		1	1	115	0.9%	No
L2HGDH		3	3	115	2.6%	No
DST		16	9	115	7.8%	No
WDR74		2	2	115	1.7%	No
ZNF696		1	1	115	0.9%	No
FOXL2		1	1	115	0.9%	Yes
KCNMB2		1	1	115	0.9%	No
CALCOCO2		1	1	115	0.9%	No
BTBD1		1	1	115	0.9%	No
RGPD4		6	6	115	5.2%	No
ZNF75D		1	1	115	0.9%	No
CPXCR1		1	1	115	0.9%	No
ZNF74		2	2	115	1.7%	No
GPHN		3	1	115	0.9%	Yes
NXF5		1	1	115	0.9%	No
SLC17A2		3	3	115	2.6%	No
HNRNPLL		1	1	115	0.9%	No
ZNF75A		1	1	115	0.9%	No
POP7		1	1	115	0.9%	No
SLC9A9		4	3	115	2.6%	No
ZNF76		2	2	115	1.7%	No
ARHGAP45		2	2	115	1.7%	No
H1-10		1	1	115	0.9%	No
ACAP2		3	3	115	2.6%	No
ZNF281		5	4	115	3.5%	No
ATXN2		4	3	115	2.6%	Yes
P4HA2		1	1	115	0.9%	No
ATXN1		3	3	115	2.6%	No
USP13		2	1	115	0.9%	No
CHURC1		1	1	115	0.9%	No
ZNF91		5	4	115	3.5%	No
MGAM		7	7	115	6.1%	Yes
ZNF90		2	2	115	1.7%	No
CHRNA6		2	1	115	0.9%	No
ATP6V0D2		2	2	115	1.7%	No
C8ORF34		3	3	115	2.6%	No
PDZD8		3	3	115	2.6%	No
ARMC3		2	2	115	1.7%	No
ATP6V1C2		1	1	115	0.9%	No
RPL13A		1	1	115	0.9%	No
KAT6B		5	3	115	2.6%	Yes
CABIN1		8	6	115	5.2%	No
SRRM2		13	7	115	6.1%	No
BPHL		2	2	115	1.7%	No
BRCA1		5	5	115	4.3%	Yes
PRG4		4	4	115	3.5%	No
BRAF		2	2	115	1.7%	Yes
ZNF442		3	3	115	2.6%	No
BRCA2		8	6	115	5.2%	Yes
CROT		3	2	115	1.7%	No
BRDT		3	3	115	2.6%	No
GTPBP2		2	2	115	1.7%	No
CPED1		2	2	115	1.7%	No
ZFP36L1		2	1	115	0.9%	Yes
GRHL2		2	2	115	1.7%	No
ZFP36L2		3	3	115	2.6%	No
CHIC1		1	1	115	0.9%	No
LRRN3		1	1	115	0.9%	No
CGAS		2	2	115	1.7%	No
SATB1		2	1	115	0.9%	No
ZFYVE1		2	1	115	0.9%	No
TRMT2B		3	2	115	1.7%	No
MARS2		4	3	115	2.6%	No
H3C7		1	1	115	0.9%	Yes
FLOT1		3	2	115	1.7%	No
UBASH3A		2	2	115	1.7%	No
SBF1		1	1	115	0.9%	No
TOPORS		5	4	115	3.5%	No
ZNF830		1	1	115	0.9%	No
ZNF85		5	5	115	4.3%	No
MSMO1		1	1	115	0.9%	No
DDX39A		3	2	115	1.7%	No
TTLL11		2	2	115	1.7%	No
H2AC11		1	1	115	0.9%	Yes
OLIG2		1	1	115	0.9%	Yes
SSX3		1	1	115	0.9%	No
SLFN11		6	4	115	3.5%	Yes
YIPF6		1	1	115	0.9%	No
OR52A1		2	2	115	1.7%	No
CLEC11A		2	2	115	1.7%	No
UNC5B		5	2	115	1.7%	No
SCML1		1	1	115	0.9%	No
ZNF99		7	6	115	5.2%	No
RPS6KA4		1	1	115	0.9%	Yes
SCN1B		4	3	115	2.6%	No
MYO1G		3	2	115	1.7%	No
DNAJC5G		1	1	115	0.9%	No
SCN1A		1	1	115	0.9%	No
NNT		2	2	115	1.7%	No
MMD		1	1	115	0.9%	No
PRAME		1	1	115	0.9%	No
PIK3R5		2	2	115	1.7%	No
TNPO3		1	1	115	0.9%	No
BRS3		2	2	115	1.7%	No
ADAT1		2	2	115	1.7%	No
BSG		2	2	115	1.7%	No
JADE1		1	1	115	0.9%	No
BST1		2	2	115	1.7%	No
MFSD10		1	1	115	0.9%	No
LRP1B		19	12	115	10.4%	Yes
BST2		1	1	115	0.9%	No
BTC		1	1	115	0.9%	No
SFXN2		1	1	115	0.9%	No
DTX3		2	1	115	0.9%	No
BTD		2	2	115	1.7%	No
KLF9		2	2	115	1.7%	No
KLF5		6	4	115	3.5%	Yes
PANK1		2	2	115	1.7%	No
SCD5		1	1	115	0.9%	No
BTF3		1	1	115	0.9%	No
GDF11		1	1	115	0.9%	No
WDR76		2	2	115	1.7%	No
ATXN7		1	1	115	0.9%	Yes
SERPINB3		1	1	115	0.9%	Yes
CCDC102A		2	1	115	0.9%	No
SCD		2	1	115	0.9%	No
ZNF443		1	1	115	0.9%	No
SERPINB4		3	2	115	1.7%	Yes
CD96		2	2	115	1.7%	No
RIMBP2		5	2	115	1.7%	No
PGLYRP1		1	1	115	0.9%	No
TMEM131		5	5	115	4.3%	No
SCN5A		5	4	115	3.5%	No
BICRAL		3	3	115	2.6%	No
CFAP47		7	5	115	4.3%	No
SCN4B		1	1	115	0.9%	No
SELENBP1		1	1	115	0.9%	No
LRRC8B		2	2	115	1.7%	No
ORC5		1	1	115	0.9%	No
SLC22A18		1	1	115	0.9%	No
SCN7A		10	7	115	6.1%	No
KALRN		6	4	115	3.5%	No
POFUT1		1	1	115	0.9%	No
SLC22A18AS		1	1	115	0.9%	No
SCN9A		4	4	115	3.5%	No
LIMD1		1	1	115	0.9%	No
SCN8A		6	4	115	3.5%	No
APCDD1		1	1	115	0.9%	No
DAAM2		4	1	115	0.9%	No
SLC38A8		1	1	115	0.9%	No
STN1		1	1	115	0.9%	No
ZFYVE26		4	4	115	3.5%	No
PLEKHH3		1	1	115	0.9%	No
BTK		2	2	115	1.7%	Yes
SCN2A		7	4	115	3.5%	No
TRPA1		2	2	115	1.7%	No
SCN3A		4	3	115	2.6%	No
SCN4A		3	3	115	2.6%	No
ERICH2		3	2	115	1.7%	No
SCNN1G		1	1	115	0.9%	No
MORC3		3	2	115	1.7%	No
SLC39A14		1	1	115	0.9%	No
CLDN11		1	1	115	0.9%	No
SCP2		1	1	115	0.9%	No
ZNF222		4	3	115	2.6%	No
MTREX		3	3	115	2.6%	No
SCO1		1	1	115	0.9%	No
R3HDM1		4	2	115	1.7%	No
SCTR		1	1	115	0.9%	No
ZNF121		2	2	115	1.7%	No
OTX1		1	1	115	0.9%	No
IAH1		1	1	115	0.9%	No
OTX2		1	1	115	0.9%	No
KCTD2		2	2	115	1.7%	No
